total_built,cumulative_gw,gini_coefficient,community_surplus_m,firm_cost_m,total_rejected,infeasible_rate
28,8.399999999999999,0.9922975850663767,238654.91999999995,0.0,383,0.0
31,9.3,0.991354879633324,264225.09,0.0,386,0.0
28,8.399999999999999,0.9922975850663767,238654.91999999995,0.0,385,0.0
31,9.3,0.993401061968632,264225.09,0.0,401,0.0
35,10.500000000000004,0.9900956005618231,298318.65000000014,0.0,407,0.0
31,9.3,0.9933396764985727,264225.09,0.0,377,0.0
26,7.799999999999997,0.9934860572348678,221608.13999999993,0.0,401,0.0
32,9.600000000000001,0.9915754836663495,272748.48000000004,0.0,386,0.0
35,10.500000000000004,0.9906755470980018,298318.65000000014,0.0,391,0.0
26,7.799999999999997,0.9934860572348678,221608.13999999993,0.0,389,0.0
