month,year,calendar_month,mean_total_built,p2_5_total_built,p97_5_total_built,mean_cumulative_gw,p2_5_cumulative_gw,p97_5_cumulative_gw,mean_gini,mean_firm_cost_m
20,2027,8,4.93,1.0,9.0,1.4790000000000003,0.3,2.6999999999999997,0.9984660917543884,0.0
21,2027,9,5.18,1.0,9.0,1.5540000000000003,0.3,2.6999999999999997,0.9983870136277365,0.0
22,2027,10,5.4,2.0,10.524999999999991,1.6200000000000003,0.6,3.157499999999997,0.9983173520809104,0.0
23,2027,11,5.69,2.0,11.0,1.707,0.6,3.2999999999999994,0.9982368012049266,0.0
24,2027,12,5.88,2.0,11.524999999999991,1.764,0.6,3.457499999999997,0.9981809813508193,0.0
25,2028,1,6.21,2.0,11.524999999999991,1.8629999999999998,0.6,3.457499999999997,0.998076615916768,0.0
26,2028,2,6.39,2.0,12.0,1.9170000000000003,0.6,3.599999999999999,0.9980195274296129,0.0
27,2028,3,6.57,2.0,12.0,1.9709999999999999,0.6,3.599999999999999,0.9979677249134907,0.0
28,2028,4,6.85,3.0,12.0,2.0549999999999997,0.8999999999999999,3.599999999999999,0.997894489043395,0.0
29,2028,5,7.02,3.0,12.0,2.106,0.8999999999999999,3.599999999999999,0.9978462356792519,0.0
30,2028,6,7.28,3.0,12.524999999999991,2.184,0.8999999999999999,3.7574999999999967,0.9977753203733222,0.0
31,2028,7,7.49,3.0,13.524999999999991,2.247,0.8999999999999999,4.0574999999999966,0.9977205654936386,0.0
32,2028,8,7.75,3.0,13.524999999999991,2.325,0.8999999999999999,4.0574999999999966,0.9976384112064417,0.0
33,2028,9,7.99,3.0,14.049999999999983,2.397,0.8999999999999999,4.214999999999994,0.9975682365525372,0.0
34,2028,10,8.28,3.475,14.049999999999983,2.4839999999999995,1.0425,4.214999999999994,0.9974936569227721,0.0
35,2028,11,8.48,3.475,14.049999999999983,2.5439999999999996,1.0425,4.214999999999994,0.9974368866236134,0.0
36,2028,12,8.68,4.0,14.524999999999991,2.6039999999999996,1.2,4.357499999999996,0.9973853203303727,0.0
37,2029,1,8.92,4.0,14.524999999999991,2.676,1.2,4.357499999999996,0.9973260302001978,0.0
38,2029,2,9.28,4.475,14.524999999999991,2.784,1.3425,4.357499999999996,0.9972287009665977,0.0
39,2029,3,9.55,4.475,15.049999999999983,2.8649999999999993,1.3425,4.514999999999994,0.9971710862410478,0.0
40,2029,4,9.79,4.475,15.524999999999991,2.9369999999999994,1.3425,4.657499999999996,0.9971011906132624,0.0
41,2029,5,10.03,5.0,15.524999999999991,3.009,1.5,4.657499999999996,0.9970346997513384,0.0
42,2029,6,10.32,5.0,15.524999999999991,3.096,1.5,4.657499999999996,0.9969437145770712,0.0
43,2029,7,10.59,5.0,16.0,3.176999999999999,1.5,4.799999999999999,0.9968639656915734,0.0
44,2029,8,10.83,5.0,16.0,3.2489999999999997,1.5,4.799999999999999,0.9967882074293262,0.0
45,2029,9,11.07,5.0,16.0,3.3209999999999993,1.5,4.799999999999999,0.9967397203473872,0.0
46,2029,10,11.32,5.0,17.0,3.3959999999999995,1.5,5.099999999999999,0.996678327876021,0.0
47,2029,11,11.52,6.0,17.0,3.455999999999999,1.8,5.099999999999999,0.9966256370421693,0.0
48,2029,12,11.8,6.475,17.52499999999999,3.5399999999999996,1.9425000000000001,5.257499999999996,0.9965429165593537,0.0
49,2030,1,12.05,6.475,17.52499999999999,3.6149999999999993,1.9425000000000001,5.257499999999996,0.9964785388888867,0.0
50,2030,2,12.3,6.95,17.52499999999999,3.689999999999999,2.085,5.257499999999996,0.9964106025435953,0.0
51,2030,3,12.46,6.95,17.52499999999999,3.737999999999998,2.085,5.257499999999996,0.9963606418882588,0.0
52,2030,4,12.71,7.475,18.0,3.812999999999999,2.2425,5.399999999999999,0.9962817886574075,0.0
53,2030,5,12.98,7.475,18.0,3.893999999999999,2.2425,5.399999999999999,0.996208339023931,0.0
54,2030,6,13.18,7.475,18.0,3.953999999999999,2.2425,5.399999999999999,0.9961575026344396,0.0
55,2030,7,13.38,7.475,18.0,4.0139999999999985,2.2425,5.399999999999999,0.9961064064422313,0.0
56,2030,8,13.6,8.0,18.52499999999999,4.079999999999999,2.4,5.557499999999996,0.9960491742225871,0.0
57,2030,9,13.83,8.0,18.52499999999999,4.148999999999998,2.4,5.557499999999996,0.9959815012429254,0.0
58,2030,10,14.05,8.475,19.0,4.214999999999999,2.5425,5.699999999999998,0.9959179589916488,0.0
59,2030,11,14.35,9.0,19.0,4.304999999999999,2.6999999999999997,5.699999999999998,0.995841381203672,0.0
60,2030,12,14.59,9.475,19.0,4.376999999999999,2.8425,5.699999999999998,0.9957985440272086,0.0
61,2031,1,14.81,9.475,20.0,4.442999999999999,2.8425,5.999999999999998,0.9957466240442006,0.0
62,2031,2,15.0,9.475,20.52499999999999,4.499999999999999,2.8425,6.157499999999995,0.9957140020972356,0.0
63,2031,3,15.28,9.95,20.52499999999999,4.583999999999999,2.9849999999999994,6.157499999999995,0.9956321416760145,0.0
64,2031,4,15.58,9.95,21.0,4.673999999999999,2.9849999999999994,6.299999999999998,0.9955596822290077,0.0
65,2031,5,15.85,9.95,21.0,4.754999999999999,2.9849999999999994,6.299999999999998,0.9955062280438465,0.0
66,2031,6,16.15,9.95,21.52499999999999,4.844999999999998,2.9849999999999994,6.457499999999995,0.9954422745645587,0.0
67,2031,7,16.4,10.475,22.0,4.919999999999998,3.1424999999999996,6.599999999999998,0.9953863342708407,0.0
68,2031,8,16.64,11.0,22.0,4.991999999999999,3.2999999999999994,6.599999999999998,0.9953378940630939,0.0
69,2031,9,16.92,11.0,22.52499999999999,5.075999999999999,3.2999999999999994,6.757499999999995,0.9952718181669098,0.0
70,2031,10,17.12,11.0,23.0,5.135999999999999,3.2999999999999994,6.899999999999998,0.9952198234879791,0.0
71,2031,11,17.38,11.0,23.0,5.213999999999999,3.2999999999999994,6.899999999999998,0.9951557114619043,0.0
72,2031,12,17.63,11.0,23.0,5.288999999999999,3.2999999999999994,6.899999999999998,0.9950928551513788,0.0
73,2032,1,17.9,11.0,24.0,5.369999999999999,3.2999999999999994,7.1999999999999975,0.9950294780730967,0.0
74,2032,2,18.19,11.0,24.0,5.456999999999999,3.2999999999999994,7.1999999999999975,0.994978101107564,0.0
75,2032,3,18.47,11.475,25.0,5.540999999999998,3.4424999999999994,7.499999999999997,0.9948961174516094,0.0
76,2032,4,18.75,12.0,26.0,5.624999999999999,3.599999999999999,7.799999999999997,0.9948406547880618,0.0
77,2032,5,19.04,12.475,26.0,5.711999999999997,3.7424999999999993,7.799999999999997,0.9947712114656804,0.0
78,2032,6,19.21,12.475,26.0,5.762999999999998,3.7424999999999993,7.799999999999997,0.9947178726034019,0.0
79,2032,7,19.33,12.475,26.0,5.7989999999999995,3.7424999999999993,7.799999999999997,0.9947023018724366,0.0
80,2032,8,19.51,13.0,26.0,5.853,3.899999999999999,7.799999999999997,0.994651214533085,0.0
81,2032,9,19.66,13.0,26.0,5.898,3.899999999999999,7.799999999999997,0.9946097157796436,0.0
82,2032,10,19.99,14.0,27.0,5.996999999999998,4.199999999999999,8.099999999999998,0.9945264908483737,0.0
83,2032,11,20.27,14.0,27.52499999999999,6.0809999999999995,4.199999999999999,8.257499999999995,0.9944772702397238,0.0
84,2032,12,20.58,14.475,28.0,6.173999999999999,4.342499999999999,8.399999999999999,0.9944108077486823,0.0
85,2033,1,20.79,15.0,28.0,6.236999999999998,4.499999999999999,8.399999999999999,0.9943561282534249,0.0
86,2033,2,21.12,15.0,28.52499999999999,6.335999999999998,4.499999999999999,8.557499999999996,0.9942841358688639,0.0
87,2033,3,21.45,15.0,29.0,6.434999999999998,4.499999999999999,8.7,0.9941970622610214,0.0
88,2033,4,21.79,15.0,29.52499999999999,6.536999999999999,4.499999999999999,8.857499999999996,0.9941406365163392,0.0
89,2033,5,22.06,15.475,30.049999999999983,6.6179999999999986,4.642499999999999,9.014999999999995,0.9940754380062402,0.0
90,2033,6,22.29,15.475,30.049999999999983,6.686999999999999,4.642499999999999,9.014999999999995,0.9940205813016848,0.0
91,2033,7,22.55,15.475,30.049999999999983,6.764999999999999,4.642499999999999,9.014999999999995,0.9939608749233548,0.0
92,2033,8,22.86,16.0,31.049999999999983,6.857999999999999,4.799999999999999,9.314999999999996,0.9938756765357657,0.0
93,2033,9,23.05,16.0,31.049999999999983,6.914999999999997,4.799999999999999,9.314999999999996,0.9938428437877199,0.0
94,2033,10,23.24,16.0,31.049999999999983,6.9719999999999995,4.799999999999999,9.314999999999996,0.9937993768624581,0.0
95,2033,11,23.47,16.0,31.049999999999983,7.0409999999999995,4.799999999999999,9.314999999999996,0.99375723972609,0.0
96,2033,12,23.79,17.0,32.0,7.136999999999998,5.099999999999999,9.600000000000001,0.9936744827899109,0.0
97,2034,1,24.03,17.475,33.0,7.208999999999999,5.242499999999999,9.900000000000002,0.993610588861669,0.0
98,2034,2,24.27,18.0,33.0,7.281000000000001,5.399999999999999,9.900000000000002,0.99357099005077,0.0
99,2034,3,24.54,18.0,33.52499999999999,7.361999999999999,5.399999999999999,10.0575,0.9935065555595949,0.0
100,2034,4,24.77,18.0,33.52499999999999,7.430999999999999,5.399999999999999,10.0575,0.9934604638782163,0.0
101,2034,5,25.11,18.0,33.52499999999999,7.532999999999999,5.399999999999999,10.0575,0.9933859843545555,0.0
102,2034,6,25.36,18.0,33.52499999999999,7.608,5.399999999999999,10.0575,0.993327701331134,0.0
103,2034,7,25.67,18.0,33.52499999999999,7.700999999999999,5.399999999999999,10.0575,0.9932569288451204,0.0
104,2034,8,25.9,18.0,33.52499999999999,7.769999999999999,5.399999999999999,10.0575,0.9932126973724955,0.0
105,2034,9,26.14,18.0,33.52499999999999,7.841999999999998,5.399999999999999,10.0575,0.9931568197419809,0.0
106,2034,10,26.46,18.0,34.52499999999999,7.938,5.399999999999999,10.3575,0.9930842890549009,0.0
107,2034,11,26.74,18.0,35.0,8.022,5.399999999999999,10.500000000000004,0.993043655485545,0.0
108,2034,12,26.92,18.475,35.52499999999999,8.075999999999999,5.542499999999999,10.6575,0.99300676029285,0.0
109,2035,1,27.18,18.475,36.0,8.154,5.542499999999999,10.800000000000004,0.992952857100945,0.0
110,2035,2,27.46,18.475,36.52499999999999,8.238000000000001,5.542499999999999,10.957500000000001,0.9929015914565119,0.0
111,2035,3,27.64,19.0,36.52499999999999,8.292,5.699999999999998,10.957500000000001,0.9928620678720673,0.0
112,2035,4,27.98,19.0,37.0,8.394,5.699999999999998,11.100000000000005,0.9928069158421465,0.0
113,2035,5,28.28,19.475,37.0,8.484,5.8424999999999985,11.100000000000005,0.9927401338361806,0.0
114,2035,6,28.61,19.475,37.0,8.583,5.8424999999999985,11.100000000000005,0.9926690994460907,0.0
115,2035,7,28.89,19.475,37.0,8.667,5.8424999999999985,11.100000000000005,0.9926179483103315,0.0
116,2035,8,29.18,20.475,37.0,8.754,6.142499999999998,11.100000000000005,0.9925541567150773,0.0
117,2035,9,29.45,21.0,37.0,8.835,6.299999999999998,11.100000000000005,0.9924916738100142,0.0
118,2035,10,29.69,21.0,37.52499999999999,8.907,6.299999999999998,11.257500000000002,0.992432721483548,0.0
119,2035,11,29.88,21.475,38.0,8.964,6.442499999999998,11.400000000000006,0.9923888781222163,0.0
120,2035,12,30.11,21.475,38.52499999999999,9.033,6.442499999999998,11.557500000000003,0.9923495772495069,0.0
