draw_id,month,fips,builds
0,4,51610,1
0,5,51610,1
0,5,51740,1
0,6,51610,1
0,6,51740,1
0,7,51610,1
0,7,51740,1
0,8,51610,1
0,8,51740,1
0,9,51610,1
0,9,51740,1
0,10,51610,1
0,10,51740,1
0,11,51610,1
0,11,51740,1
0,12,51610,1
0,12,51740,1
0,13,51610,1
0,13,51740,1
0,13,13255,1
0,14,51610,1
0,14,51740,1
0,14,13255,1
0,14,51650,1
0,15,51610,1
0,15,51740,1
0,15,13255,1
0,15,51650,1
0,16,51610,1
0,16,51740,1
0,16,13255,1
0,16,51650,1
0,17,51610,1
0,17,51740,1
0,17,13255,1
0,17,51650,1
0,18,51610,1
0,18,51740,1
0,18,13255,1
0,18,51650,1
0,19,51610,1
0,19,51740,1
0,19,13255,1
0,19,51650,1
0,20,51610,1
0,20,51740,1
0,20,13255,1
0,20,51650,1
0,21,51610,1
0,21,51740,1
0,21,13255,1
0,21,51650,1
0,22,51610,1
0,22,51740,1
0,22,13255,1
0,22,51650,1
0,22,51097,1
0,23,51610,1
0,23,51740,1
0,23,13255,1
0,23,51650,1
0,23,51097,1
0,24,51610,1
0,24,51740,1
0,24,13255,1
0,24,51650,1
0,24,51097,1
0,25,51610,1
0,25,51740,1
0,25,13255,1
0,25,51650,1
0,25,51097,1
0,26,51610,1
0,26,51740,1
0,26,13255,1
0,26,51650,1
0,26,51097,1
0,26,51177,1
0,27,51610,1
0,27,51740,1
0,27,13255,1
0,27,51650,1
0,27,51097,1
0,27,51177,1
0,28,51610,1
0,28,51740,1
0,28,13255,1
0,28,51650,1
0,28,51097,1
0,28,51177,1
0,29,51610,1
0,29,51740,1
0,29,13255,1
0,29,51650,1
0,29,51097,1
0,29,51177,1
0,30,51610,1
0,30,51740,1
0,30,13255,1
0,30,51650,1
0,30,51097,1
0,30,51177,1
0,31,51610,1
0,31,51740,1
0,31,13255,1
0,31,51650,1
0,31,51097,1
0,31,51177,1
0,31,13261,1
0,32,51610,1
0,32,51740,1
0,32,13255,1
0,32,51650,1
0,32,51097,1
0,32,51177,1
0,32,13261,1
0,32,13097,1
0,33,51610,1
0,33,51740,1
0,33,13255,1
0,33,51650,1
0,33,51097,1
0,33,51177,1
0,33,13261,1
0,33,13097,1
0,34,51610,1
0,34,51740,2
0,34,13255,1
0,34,51650,1
0,34,51097,1
0,34,51177,1
0,34,13261,1
0,34,13097,1
0,35,51610,1
0,35,51740,2
0,35,13255,1
0,35,51650,1
0,35,51097,1
0,35,51177,1
0,35,13261,1
0,35,13097,1
0,36,51610,1
0,36,51740,2
0,36,13255,1
0,36,51650,1
0,36,51097,1
0,36,51177,1
0,36,13261,1
0,36,13097,1
0,37,51610,1
0,37,51740,2
0,37,13255,1
0,37,51650,1
0,37,51097,1
0,37,51177,1
0,37,13261,1
0,37,13097,1
0,38,51610,1
0,38,51740,2
0,38,13255,1
0,38,51650,1
0,38,51097,1
0,38,51177,1
0,38,13261,1
0,38,13097,1
0,39,51610,1
0,39,51740,2
0,39,13255,1
0,39,51650,1
0,39,51097,1
0,39,51177,1
0,39,13261,1
0,39,13097,1
0,40,51610,1
0,40,51740,2
0,40,13255,1
0,40,51650,1
0,40,51097,1
0,40,51177,1
0,40,13261,1
0,40,13097,1
0,41,51610,1
0,41,51740,2
0,41,13255,1
0,41,51650,1
0,41,51097,1
0,41,51177,1
0,41,13261,1
0,41,13097,1
0,42,51610,1
0,42,51740,2
0,42,13255,1
0,42,51650,1
0,42,51097,1
0,42,51177,1
0,42,13261,1
0,42,13097,1
0,42,51107,1
0,43,51610,1
0,43,51740,2
0,43,13255,1
0,43,51650,1
0,43,51097,1
0,43,51177,1
0,43,13261,1
0,43,13097,1
0,43,51107,1
0,44,51610,1
0,44,51740,2
0,44,13255,1
0,44,51650,1
0,44,51097,1
0,44,51177,1
0,44,13261,1
0,44,13097,1
0,44,51107,1
0,45,51610,1
0,45,51740,2
0,45,13255,1
0,45,51650,1
0,45,51097,1
0,45,51177,1
0,45,13261,1
0,45,13097,1
0,45,51107,1
0,46,51610,1
0,46,51740,2
0,46,13255,1
0,46,51650,1
0,46,51097,1
0,46,51177,1
0,46,13261,1
0,46,13097,1
0,46,51107,1
0,47,51610,1
0,47,51740,2
0,47,13255,1
0,47,51650,1
0,47,51097,1
0,47,51177,1
0,47,13261,1
0,47,13097,1
0,47,51107,1
0,48,51610,1
0,48,51740,2
0,48,13255,1
0,48,51650,1
0,48,51097,1
0,48,51177,1
0,48,13261,1
0,48,13097,1
0,48,51107,1
0,49,51610,1
0,49,51740,2
0,49,13255,1
0,49,51650,1
0,49,51097,1
0,49,51177,1
0,49,13261,1
0,49,13097,1
0,49,51107,1
0,50,51610,1
0,50,51740,2
0,50,13255,1
0,50,51650,1
0,50,51097,1
0,50,51177,1
0,50,13261,1
0,50,13097,1
0,50,51107,1
0,50,13009,1
0,50,13067,1
0,50,13247,1
0,51,51610,1
0,51,51740,2
0,51,13255,1
0,51,51650,1
0,51,51097,1
0,51,51177,1
0,51,13261,1
0,51,13097,1
0,51,51107,1
0,51,13009,1
0,51,13067,1
0,51,13247,1
0,52,51610,1
0,52,51740,2
0,52,13255,1
0,52,51650,1
0,52,51097,1
0,52,51177,1
0,52,13261,1
0,52,13097,1
0,52,51107,1
0,52,13009,1
0,52,13067,1
0,52,13247,1
0,53,51610,1
0,53,51740,2
0,53,13255,1
0,53,51650,1
0,53,51097,1
0,53,51177,1
0,53,13261,1
0,53,13097,1
0,53,51107,1
0,53,13009,1
0,53,13067,1
0,53,13247,1
0,54,51610,1
0,54,51740,2
0,54,13255,1
0,54,51650,1
0,54,51097,1
0,54,51177,1
0,54,13261,1
0,54,13097,1
0,54,51107,1
0,54,13009,1
0,54,13067,1
0,54,13247,1
0,55,51610,1
0,55,51740,2
0,55,13255,1
0,55,51650,1
0,55,51097,1
0,55,51177,1
0,55,13261,1
0,55,13097,1
0,55,51107,1
0,55,13009,1
0,55,13067,1
0,55,13247,1
0,56,51610,1
0,56,51740,2
0,56,13255,1
0,56,51650,1
0,56,51097,1
0,56,51177,1
0,56,13261,1
0,56,13097,1
0,56,51107,1
0,56,13009,1
0,56,13067,1
0,56,13247,1
0,57,51610,1
0,57,51740,2
0,57,13255,1
0,57,51650,1
0,57,51097,1
0,57,51177,1
0,57,13261,1
0,57,13097,1
0,57,51107,1
0,57,13009,1
0,57,13067,1
0,57,13247,1
0,57,13237,1
0,58,51610,1
0,58,51740,2
0,58,13255,1
0,58,51650,1
0,58,51097,1
0,58,51177,1
0,58,13261,1
0,58,13097,1
0,58,51107,1
0,58,13009,1
0,58,13067,1
0,58,13247,1
0,58,13237,1
0,58,13039,1
0,59,51610,1
0,59,51740,2
0,59,13255,1
0,59,51650,1
0,59,51097,1
0,59,51177,1
0,59,13261,1
0,59,13097,1
0,59,51107,1
0,59,13009,1
0,59,13067,1
0,59,13247,1
0,59,13237,1
0,59,13039,1
0,59,51710,1
0,60,51610,1
0,60,51740,2
0,60,13255,1
0,60,51650,1
0,60,51097,1
0,60,51177,1
0,60,13261,1
0,60,13097,1
0,60,51107,1
0,60,13009,1
0,60,13067,1
0,60,13247,1
0,60,13237,1
0,60,13039,1
0,60,51710,1
0,60,13053,1
0,61,51610,1
0,61,51740,2
0,61,13255,1
0,61,51650,1
0,61,51097,1
0,61,51177,1
0,61,13261,1
0,61,13097,1
0,61,51107,1
0,61,13009,1
0,61,13067,1
0,61,13247,1
0,61,13237,1
0,61,13039,1
0,61,51710,1
0,61,13053,1
0,62,51610,1
0,62,51740,2
0,62,13255,1
0,62,51650,1
0,62,51097,1
0,62,51177,1
0,62,13261,1
0,62,13097,1
0,62,51107,1
0,62,13009,1
0,62,13067,1
0,62,13247,1
0,62,13237,1
0,62,13039,1
0,62,51710,1
0,62,13053,1
0,63,51610,1
0,63,51740,2
0,63,13255,1
0,63,51650,1
0,63,51097,1
0,63,51177,1
0,63,13261,1
0,63,13097,1
0,63,51107,1
0,63,13009,1
0,63,13067,1
0,63,13247,1
0,63,13237,1
0,63,13039,1
0,63,51710,1
0,63,13053,1
0,64,51610,1
0,64,51740,2
0,64,13255,1
0,64,51650,1
0,64,51097,1
0,64,51177,1
0,64,13261,1
0,64,13097,1
0,64,51107,1
0,64,13009,1
0,64,13067,1
0,64,13247,1
0,64,13237,1
0,64,13039,1
0,64,51710,1
0,64,13053,1
0,65,51610,1
0,65,51740,2
0,65,13255,1
0,65,51650,1
0,65,51097,1
0,65,51177,1
0,65,13261,1
0,65,13097,1
0,65,51107,1
0,65,13009,1
0,65,13067,1
0,65,13247,1
0,65,13237,1
0,65,13039,1
0,65,51710,1
0,65,13053,1
0,66,51610,1
0,66,51740,2
0,66,13255,1
0,66,51650,1
0,66,51097,1
0,66,51177,1
0,66,13261,1
0,66,13097,1
0,66,51107,1
0,66,13009,1
0,66,13067,1
0,66,13247,1
0,66,13237,1
0,66,13039,1
0,66,51710,1
0,66,13053,1
0,67,51610,1
0,67,51740,2
0,67,13255,1
0,67,51650,1
0,67,51097,1
0,67,51177,1
0,67,13261,1
0,67,13097,1
0,67,51107,1
0,67,13009,1
0,67,13067,1
0,67,13247,1
0,67,13237,1
0,67,13039,1
0,67,51710,1
0,67,13053,1
0,68,51610,1
0,68,51740,2
0,68,13255,1
0,68,51650,1
0,68,51097,1
0,68,51177,1
0,68,13261,1
0,68,13097,1
0,68,51107,1
0,68,13009,1
0,68,13067,1
0,68,13247,1
0,68,13237,1
0,68,13039,1
0,68,51710,1
0,68,13053,1
0,69,51610,1
0,69,51740,2
0,69,13255,1
0,69,51650,1
0,69,51097,1
0,69,51177,1
0,69,13261,1
0,69,13097,1
0,69,51107,1
0,69,13009,1
0,69,13067,1
0,69,13247,1
0,69,13237,1
0,69,13039,1
0,69,51710,1
0,69,13053,1
0,70,51610,1
0,70,51740,2
0,70,13255,1
0,70,51650,1
0,70,51097,1
0,70,51177,1
0,70,13261,1
0,70,13097,1
0,70,51107,1
0,70,13009,1
0,70,13067,1
0,70,13247,1
0,70,13237,1
0,70,13039,1
0,70,51710,1
0,70,13053,1
0,70,13055,1
0,71,51610,1
0,71,51740,2
0,71,13255,1
0,71,51650,1
0,71,51097,1
0,71,51177,1
0,71,13261,1
0,71,13097,1
0,71,51107,1
0,71,13009,1
0,71,13067,1
0,71,13247,1
0,71,13237,1
0,71,13039,1
0,71,51710,1
0,71,13053,1
0,71,13055,1
0,72,51610,1
0,72,51740,2
0,72,13255,1
0,72,51650,1
0,72,51097,1
0,72,51177,1
0,72,13261,1
0,72,13097,1
0,72,51107,1
0,72,13009,1
0,72,13067,1
0,72,13247,1
0,72,13237,1
0,72,13039,1
0,72,51710,1
0,72,13053,1
0,72,13055,1
0,73,51610,1
0,73,51740,2
0,73,13255,1
0,73,51650,1
0,73,51097,1
0,73,51177,1
0,73,13261,1
0,73,13097,1
0,73,51107,1
0,73,13009,1
0,73,13067,1
0,73,13247,1
0,73,13237,1
0,73,13039,1
0,73,51710,1
0,73,13053,1
0,73,13055,1
0,74,51610,1
0,74,51740,2
0,74,13255,1
0,74,51650,1
0,74,51097,1
0,74,51177,1
0,74,13261,1
0,74,13097,1
0,74,51107,1
0,74,13009,1
0,74,13067,1
0,74,13247,1
0,74,13237,1
0,74,13039,1
0,74,51710,1
0,74,13053,1
0,74,13055,1
0,75,51610,1
0,75,51740,2
0,75,13255,1
0,75,51650,1
0,75,51097,1
0,75,51177,1
0,75,13261,1
0,75,13097,1
0,75,51107,1
0,75,13009,1
0,75,13067,1
0,75,13247,1
0,75,13237,1
0,75,13039,1
0,75,51710,1
0,75,13053,1
0,75,13055,1
0,76,51610,1
0,76,51740,2
0,76,13255,1
0,76,51650,1
0,76,51097,1
0,76,51177,1
0,76,13261,1
0,76,13097,1
0,76,51107,1
0,76,13009,1
0,76,13067,1
0,76,13247,1
0,76,13237,1
0,76,13039,1
0,76,51710,1
