fips,population,population_density,median_household_income,unemployment_rate,pct_college_educated,ag_employment_share
17059,4967,15.38,51868,0.0777,0.124,0.1341
17061,12015,22.13,58900,0.0345,0.1545,0.073
17063,52624,125.86,89993,0.0415,0.2569,0.0185
17065,8008,18.42,60574,0.0444,0.1716,0.168
17067,17582,22.15,61026,0.0469,0.2456,0.0788
17069,3665,20.66,53026,0.0261,0.1202,0.1098
17071,6374,16.83,64946,0.0789,0.207,0.0996
17073,49157,59.72,66313,0.045,0.2466,0.0372
17075,27043,24.2,62866,0.0494,0.1765,0.0712
17077,53176,91.12,44847,0.0807,0.3522,0.0178
17079,9295,18.79,67429,0.0489,0.2138,0.0831
17081,37043,64.85,58384,0.0645,0.1814,0.0314
17083,21462,58.06,77607,0.0344,0.2179,0.0486
17085,21942,36.51,67729,0.0274,0.2786,0.0462
17087,13313,38.73,63295,0.0293,0.1665,0.0327
17089,517254,995.93,96400,0.0503,0.3634,0.0036
17091,107421,158.79,65489,0.0524,0.2032,0.0142
17093,132795,414.68,106358,0.0426,0.3577,0.0082
17095,49751,69.45,50263,0.0491,0.2041,0.0283
17097,713159,1607.61,104553,0.0499,0.4695,0.0033
17099,109495,96.46,67942,0.0544,0.1841,0.0328
17101,15302,41.11,55811,0.0781,0.1412,0.058
17103,34221,47.22,64588,0.0348,0.1889,0.0293
17105,35771,34.28,68175,0.0371,0.1866,0.0615
17107,28027,45.35,62547,0.0518,0.2018,0.0499
17109,27370,46.44,48904,0.0802,0.3118,0.0354
17111,311133,515.64,100101,0.0485,0.3531,0.008
17113,171284,144.76,75356,0.0323,0.4598,0.0151
17115,103542,178.34,59622,0.072,0.2388,0.0207
17117,44907,52.04,64706,0.0457,0.1931,0.0428
17119,265512,371.09,71759,0.0524,0.2936,0.0082
17121,37543,65.57,59099,0.0814,0.1671,0.0209
17123,11740,30.35,64940,0.0423,0.1743,0.0585
17125,13074,24.24,58479,0.0519,0.1732,0.0793
17127,14135,59.6,57365,0.0367,0.1473,0.0458
17129,12284,39.07,84846,0.0494,0.2587,0.0527
17131,15692,27.96,67028,0.0326,0.1788,0.057
17133,34905,90.59,100685,0.017,0.3786,0.0367
17135,28352,40.29,61796,0.0556,0.1819,0.0584
17137,32882,57.79,61188,0.0637,0.2244,0.0362
17139,14531,43.25,72833,0.0406,0.2074,0.0446
17141,51672,68.11,75782,0.0601,0.234,0.0277
17143,181186,292.84,63409,0.0662,0.3371,0.0123
17145,20996,47.51,56338,0.0608,0.1095,0.053
17147,16698,38.02,81151,0.0465,0.3083,0.0436
17149,14776,17.77,55514,0.0468,0.1806,0.0849
17151,3799,10.3,57582,0.0913,0.1544,0.0662
17153,5177,25.98,41038,0.042,0.145,0.0461
17155,5628,35.15,75726,0.0317,0.2349,0.0522
17157,30413,52.86,63860,0.0521,0.1374,0.0449
17159,15716,43.65,61607,0.0424,0.1887,0.0517
17161,143819,336.42,64435,0.0619,0.2406,0.0126
17163,256791,390.43,68915,0.057,0.3038,0.0095
17165,23662,62.27,51710,0.059,0.2022,0.0645
17167,196122,225.88,71653,0.0522,0.3457,0.0153
17169,6879,15.73,63737,0.0669,0.1692,0.0697
17171,4899,19.53,70500,0.0285,0.2201,0.0867
17173,21042,27.74,65585,0.0396,0.1828,0.0517
17175,5395,18.73,58125,0.0333,0.1897,0.0693
17177,44482,78.83,57527,0.0533,0.2028,0.0481
17179,131276,203.07,74606,0.0392,0.275,0.016
17181,17122,41.42,54090,0.0631,0.2173,0.0292
17183,74113,82.5,52787,0.0667,0.1562,0.0274
17185,11321,50.69,54074,0.0438,0.1848,0.0629
17187,16760,30.9,62700,0.0725,0.2108,0.0498
17189,13781,24.5,75111,0.0472,0.2305,0.0902
17191,16127,22.59,53522,0.0363,0.1581,0.0874
17193,13834,27.95,54605,0.0351,0.1599,0.1095
17195,55569,81.23,62828,0.0442,0.1931,0.0266
17197,696774,833.59,103678,0.0501,0.3608,0.0044
17199,67120,159.73,60325,0.0437,0.2711,0.0288
17201,284591,554.7,61738,0.075,0.2414,0.0046
17203,38414,72.82,80093,0.0328,0.354,0.0246
18001,35827,105.71,61731,0.0321,0.1539,0.0382
18003,385456,586.42,66222,0.0482,0.3048,0.0046
18005,82371,202.42,76912,0.0364,0.3481,0.0047
18007,8709,21.43,58620,0.0366,0.1868,0.1014
18009,12074,73.14,51108,0.0552,0.1477,0.0315
18011,71235,168.45,103038,0.0309,0.495,0.0153
18013,15513,49.72,73933,0.0386,0.275,0.0194
18015,20397,54.8,61464,0.0309,0.1665,0.0325
18017,37820,91.76,55862,0.0419,0.1541,0.0198
18019,121484,325.84,69005,0.0372,0.246,0.0034
18021,26396,73.81,68364,0.0429,0.1694,0.0229
18023,33020,81.52,59515,0.0343,0.1632,0.0272
18025,10511,34.39,46706,0.0361,0.1223,0.0379
18027,33337,77.62,64113,0.0189,0.1514,0.0491
18029,50709,166.21,80352,0.0215,0.2474,0.005
18031,26432,70.95,71566,0.0313,0.2045,0.0527
18033,43312,119.37,68110,0.043,0.1896,0.0176
18035,112156,286.04,53377,0.0611,0.2547,0.0114
18037,43584,102.01,68945,0.0185,0.2393,0.0343
18039,206841,446.59,63978,0.0381,0.2004,0.0142
18041,23391,108.78,52219,0.0454,0.1542,0.0087
18043,80191,540.08,75686,0.039,0.313,0.0033
18045,16468,41.62,60559,0.052,0.1349,0.0347
18047,22850,59.44,75985,0.0214,0.2069,0.0192
18049,20420,55.43,62644,0.0716,0.178,0.0339
18051,33006,67.72,64153,0.0279,0.1796,0.0617
18053,66560,160.74,53033,0.0731,0.1843,0.01
18055,30900,56.96,57771,0.067,0.1612,0.0529
18057,349527,886.28,114866,0.0272,0.6077,0.006
18059,80170,262.03,85262,0.027,0.3282,0.0076
18061,39684,81.97,71302,0.0384,0.2065,0.0136
18063,175639,431.66,95261,0.0237,0.3923,0.0053
18065,48913,124.82,57632,0.0452,0.1706,0.0163
18067,83452,284.75,62014,0.0585,0.1984,0.0097
18069,36699,95.91,59894,0.0338,0.2192,0.0232
18071,46212,90.62,65609,0.0271,0.1856,0.0283
18073,33045,59.04,77777,0.041,0.1901,0.0432
18075,20451,53.27,52231,0.0438,0.1294,0.0586
18077,33057,91.66,57801,0.0338,0.1798,0.0127
18079,27610,73.31,66892,0.0503,0.1414,0.0162
18081,161952,505.44,82730,0.0342,0.3244,0.0085
18083,36148,70.08,58173,0.0318,0.1811,0.0444
18085,80442,151.36,70945,0.0329,0.2413,0.0219
18087,40364,106.32,81658,0.0319,0.1123,0.0355
18089,497682,997.9,66375,0.0669,0.2445,0.0036
18091,112215,187.56,66854,0.0495,0.2108,0.01
18093,45113,100.44,64210,0.0326,0.19,0.0151
18095,130545,288.87,60060,0.0551,0.1943,0.0083
18097,971737,2450.09,59504,0.0555,0.3321,0.003
18099,46208,104.16,66016,0.03,0.2003,0.019
18101,9863,29.38,65489,0.019,0.1407,0.0565
18103,35952,96.17,59551,0.0451,0.1553,0.0223
18105,140065,355.02,60308,0.0581,0.482,0.0036
18107,38018,75.34,62937,0.0397,0.2084,0.0169
18109,71757,177.69,79134,0.0398,0.2029,0.0093
18111,13829,34.42,63673,0.0965,0.1341,0.0661
18113,47431,115.45,70286,0.0338,0.1773,0.0161
18115,5974,69.34,66333,0.0181,0.1566,0.0258
18117,19768,49.62,60775,0.0303,0.1395,0.0314
18119,21361,55.44,57947,0.0522,0.153,0.0304
18121,16327,36.71,63393,0.0562,0.1507,0.0588
18123,19186,50.26,58936,0.0515,0.1616,0.0325
18125,12227,36.57,64182,0.0362,0.1412,0.0652
18127,173355,414.62,82915,0.0424,0.2991,0.0072
18129,25226,61.62,75594,0.0282,0.2548,0.027
18131,12498,28.82,56823,0.0378,0.1405,0.074
18133,36942,76.88,70609,0.0282,0.1943,0.029
18135,24586,54.35,59674,0.0564,0.1513,0.054
18137,28990,64.94,70285,0.0335,0.19,0.0332
18139,16716,40.96,62386,0.0626,0.1566,0.0448
18141,272388,595.02,61877,0.0482,0.3196,0.0041
18143,24403,128.17,49343,0.0483,0.1152,0.0082
18145,44940,109.31,66449,0.033,0.1962,0.0181
18147,19935,50.23,66168,0.0334,0.1991,0.0383
18149,23308,75.4,59916,0.0402,0.1311,0.0135
18151,34507,111.75,68837,0.0707,0.2443,0.014
18153,20791,46.49,54556,0.0504,0.1384,0.0781
18155,9896,44.85,66525,0.0441,0.1082,0.0296
18157,186955,374.73,55728,0.0357,0.3907,0.0083
18159,15328,58.83,71947,0.0385,0.248,0.0327
18161,7041,43.68,68514,0.0513,0.1991,0.0387
18163,179900,770.78,58839,0.0468,0.2706,0.0061
18165,15488,60.3,59567,0.0745,0.1785,0.0368
18167,106355,263.51,52789,0.0605,0.2561,0.0093
18169,31032,75.22,66194,0.0351,0.2169,0.0239
18171,8454,23.18,72833,0.0314,0.192,0.0636
18173,64065,166.47,91105,0.0334,0.3449,0.0197
18175,28133,54.77,60695,0.0418,0.1413,0.0421
18177,66522,165.58,54854,0.045,0.1902,0.0108
18179,28167,76.52,68074,0.0243,0.1911,0.0271
18181,24630,48.76,65345,0.0442,0.1829,0.0434
18183,34259,102.09,73636,0.0404,0.2276,0.031
19001,7479,13.14,63172,0.0389,0.1902,0.1722
19003,3680,8.69,64750,0.0424,0.2144,0.1123
19005,14046,21.98,64049,0.0317,0.1845,0.1149
19007,12279,24.69,50684,0.0613,0.1878,0.0433
19009,5651,12.76,54973,0.0067,0.2168,0.1562
19011,25652,35.82,79444,0.0235,0.2332,0.0404
19013,131041,231.62,62329,0.0523,0.2997,0.0105
19015,26700,46.8,75759,0.0132,0.2639,0.0556
19017,25012,57.44,84727,0.0316,0.3401,0.0501
19019,20631,36.13,73493,0.0301,0.2111,0.0786
19021,20687,35.98,62662,0.0501,0.2163,0.0581
19023,14376,24.78,65743,0.0391,0.1936,0.0735
19025,9893,17.36,65614,0.0271,0.214,0.0932
19027,20728,36.4,68041,0.0192,0.2213,0.0746
19029,13116,23.24,60815,0.0139,0.2085,0.0761
19031,18479,31.89,76959,0.0301,0.2089,0.0578
19033,42979,75.63,63149,0.0297,0.2396,0.0309
19035,11601,20.11,63638,0.0319,0.2172,0.0799
19037,11957,23.71,72734,0.0212,0.1862,0.0853
19039,9737,22.59,63120,0.0394,0.1525,0.039
19041,16423,28.95,61756,0.0413,0.2602,0.0591
19043,17123,21.99,60441,0.0265,0.1717,0.1131
19045,46488,66.89,61080,0.0438,0.2161,0.0302
19047,16450,23.03,61188,0.0409,0.1612,0.0752
19049,100367,170.61,99533,0.0304,0.5153,0.0164
19051,9093,18.11,77176,0.02,0.1895,0.1368
19053,7684,14.45,56068,0.0416,0.2487,0.0586
19055,17523,30.33,75896,0.0219,0.1853,0.0909
19057,38824,93.3,58084,0.0289,0.2334,0.0239
19059,17692,46.49,72446,0.0214,0.3271,0.0277
19061,98812,162.44,73495,0.0412,0.3203,0.0163
19063,9349,23.62,64461,0.0215,0.152,0.0651
19065,19519,26.71,56043,0.0374,0.1717,0.074
19067,15601,31.17,62356,0.0332,0.1821,0.0669
19069,10015,17.21,62214,0.0378,0.1854,0.0971
19071,6639,12.99,69375,0.0167,0.1916,0.1061
19073,8801,15.45,56884,0.0356,0.197,0.0859
19075,12351,24.61,80701,0.0247,0.2614,0.0918
19077,10619,17.98,75795,0.0329,0.2165,0.0537
19079,14979,25.97,66685,0.0398,0.2252,0.0719
19081,10790,18.9,67865,0.0212,0.2019,0.1042
19083,16861,29.62,64656,0.0348,0.2081,0.0999
19085,14623,20.98,75830,0.0274,0.206,0.0611
19087,20436,47.06,62365,0.0268,0.2281,0.0401
19089,9479,20.03,63947,0.0146,0.192,0.1137
19091,9606,22.11,66617,0.0254,0.1836,0.0704
19093,6969,16.15,63125,0.0201,0.197,0.0984
19095,16575,28.26,69787,0.0316,0.2276,0.0523
19097,19470,30.61,69709,0.0421,0.184,0.0524
19099,37808,51.76,67784,0.0484,0.1967,0.0542
19101,15785,36.24,52210,0.0521,0.3949,0.0168
19103,153360,250.18,72977,0.0384,0.5413,0.0148
19105,20733,36.02,68781,0.0311,0.2247,0.0673
19107,10026,17.31,60016,0.0364,0.1636,0.1177
19109,14718,15.13,62553,0.0378,0.1991,0.1149
19111,33442,64.62,58094,0.0458,0.2034,0.0329
19113,229308,319.79,75457,0.0381,0.3459,0.0131
19115,10823,26.94,72500,0.0441,0.1443,0.071
19117,8666,20.12,63405,0.0393,0.1489,0.0456
19119,12023,20.46,73735,0.0242,0.1943,0.0991
19121,16609,29.61,88110,0.0227,0.2581,0.0617
19123,22059,38.64,65200,0.0334,0.2238,0.0716
19125,33487,60.39,74193,0.0229,0.3172,0.0205
19127,40049,69.95,70828,0.0557,0.2101,0.0352
19129,14605,33.39,81907,0.0438,0.3052,0.0202
19131,10537,22.45,66056,0.0091,0.2144,0.1237
19133,8671,12.49,59897,0.0263,0.1569,0.1093
19135,7574,17.46,76324,0.0343,0.2266,0.0508
19137,10285,24.25,61261,0.0446,0.186,0.0847
19139,42968,98.22,67427,0.0354,0.2322,0.0271
19141,14138,24.67,65076,0.0242,0.2157,0.0911
19143,6149,15.42,67561,0.0453,0.1417,0.1588
19145,15225,28.46,58264,0.0655,0.1768,0.0657
19147,8938,15.85,67306,0.0365,0.2017,0.1151
19149,25621,29.69,79963,0.0211,0.2407,0.0847
19151,7061,12.23,61434,0.063,0.1706,0.1155
19153,493378,862.25,78827,0.045,0.3892,0.0111
19155,93543,98.34,68718,0.0355,0.2343,0.0189
19157,18608,31.81,61192,0.0456,0.2888,0.0516
19159,4690,8.76,67898,0.0168,0.226,0.1564
19161,9778,17.0,68778,0.0318,0.2165,0.1007
19163,174315,380.52,72792,0.0397,0.3492,0.0111
19165,11737,19.87,70295,0.0245,0.228,0.1006
19167,35815,46.64,81914,0.0231,0.3127,0.0842
19169,98573,172.17,66197,0.0557,0.5254,0.0254
19171,17017,23.6,65483,0.0453,0.1832,0.0637
19173,5916,11.12,65926,0.0321,0.1545,0.1247
19175,12107,28.58,56495,0.0574,0.2408,0.0575
19177,7207,14.87,58417,0.0485,0.1845,0.0817
19179,35292,81.72,56209,0.0438,0.1846,0.0302
19181,52709,92.5,89741,0.0317,0.3215,0.0193
19183,22534,39.61,71122,0.026,0.244,0.0576
19185,6484,12.34,58257,0.0158,0.1503,0.1144
19187,36986,51.68,65335,0.0322,0.2072,0.0541
19189,10704,26.73,62853,0.0254,0.2586,0.0491
19191,20050,29.06,67770,0.0206,0.3052,0.0695
19193,105526,120.89,68399,0.0449,0.2395,0.0233
19195,7417,18.54,69897,0.0327,0.1949,0.0711
19197,12897,22.22,58240,0.022,0.2101,0.1166
20001,12554,25.09,55059,0.0727,0.1961,0.046
20003,7799,13.45,67651,0.0333,0.1526,0.0851
20005,16309,37.82,55281,0.0446,0.2217,0.0472
20007,4081,3.6,53774,0.0242,0.2363,0.2464
20009,25477,28.46,54634,0.0412,0.2168,0.0844
20011,14405,22.67,55826,0.038,0.2372,0.0515
20013,9486,16.62,55876,0.0441,0.2007,0.0914
20015,67618,47.3,77724,0.0314,0.32,0.0254
20017,2570,3.32,52481,0.0119,0.2647,0.1304
20019,3389,5.3,51210,0.0563,0.1622,0.1381
20021,19380,32.98,53382,0.0227,0.198,0.0259
20023,2619,2.57,52730,0.0176,0.2221,0.2282
20025,1977,2.03,58287,0.0105,0.2605,0.1438
20027,8088,12.53,57765,0.0138,0.2635,0.1007
20029,9008,12.59,51197,0.0466,0.2243,0.0881
20031,8334,13.29,67645,0.0528,0.2219,0.0555
20033,1825,2.32,49754,0.0383,0.2107,0.2437
20035,34661,30.79,55726,0.0535,0.2448,0.0426
20037,39012,66.15,49779,0.0391,0.3089,0.0249
20039,2771,3.1,49412,0.0494,0.2482,0.2462
20041,18492,21.83,62971,0.0305,0.2352,0.054
20043,7501,19.06,66358,0.0159,0.1888,0.0755
20045,119094,261.31,66153,0.0479,0.5231,0.009
20047,2849,4.58,52750,0.0389,0.1788,0.248
20049,2453,3.81,50000,0.0383,0.1822,0.1372
20051,28921,32.14,59665,0.0328,0.3872,0.0607
20053,6374,8.91,59844,0.0351,0.2084,0.1232
20055,38187,29.33,68481,0.0535,0.185,0.0702
20057,34212,31.15,67997,0.0324,0.1978,0.0465
20059,25968,45.42,68217,0.0259,0.2394,0.0249
20061,36247,94.23,57992,0.0453,0.2385,0.0097
20063,2758,2.57,59417,0.0328,0.197,0.2244
20065,2430,2.7,47071,0.0609,0.2435,0.1452
20067,7336,12.76,84808,0.036,0.2022,0.327
20069,5719,6.58,74500,0.0213,0.2189,0.2022
20071,1279,1.64,69948,0.0014,0.2881,0.2166
20073,6001,5.25,51812,0.026,0.1595,0.1343
20075,2520,2.53,58750,0.0,0.1922,0.3481
20077,5457,6.81,53032,0.0529,0.1747,0.1173
20079,33959,62.92,70685,0.042,0.3066,0.0229
20081,3735,6.47,66458,0.0352,0.1579,0.3037
20083,1770,2.06,63125,0.0206,0.3052,0.2886
20085,13274,20.23,70385,0.0206,0.2097,0.0341
20087,18387,34.52,74562,0.0354,0.245,0.033
20089,2929,3.22,47109,0.015,0.1847,0.1642
20091,610742,1289.49,103644,0.0319,0.5669,0.0052
20093,3964,4.55,68750,0.0225,0.166,0.264
20095,7369,8.53,59640,0.0471,0.2432,0.0958
20097,2445,3.38,70347,0.0363,0.2533,0.1572
20099,20096,31.14,56143,0.0245,0.2255,0.0262
20101,1528,2.13,52222,0.0037,0.1989,0.1412
20103,82050,177.06,84307,0.045,0.3549,0.0135
20105,2929,4.07,52540,0.0178,0.237,0.1735
20107,9696,16.32,56697,0.0441,0.2206,0.0626
20109,2752,2.56,70382,0.0035,0.2666,0.1993
20111,32182,37.97,56415,0.0274,0.2671,0.0226
20113,30085,33.49,71250,0.0213,0.3137,0.0469
20115,11867,12.57,60011,0.0372,0.2764,0.0936
20117,10014,11.12,64306,0.0281,0.2081,0.0836
20119,4019,4.11,74063,0.0123,0.2398,0.1975
20121,34312,59.58,85564,0.0277,0.3055,0.0209
20123,5829,8.31,63008,0.0066,0.2881,0.0898
20125,31448,48.86,51513,0.0466,0.2012,0.0396
20127,5385,7.74,52866,0.0213,0.2789,0.0694
20129,2688,3.68,57943,0.0328,0.1755,0.2805
20131,10219,14.24,72788,0.0173,0.2826,0.1042
20133,15826,27.69,54894,0.045,0.2115,0.0528
20135,2677,2.49,64907,0.0063,0.209,0.2766
20137,5431,6.19,52710,0.0141,0.2078,0.0555
20139,15787,22.38,66155,0.0335,0.2004,0.0398
20141,3493,3.91,58750,0.0172,0.2314,0.1631
20143,5768,8.0,74551,0.0332,0.2369,0.0856
20145,6288,8.34,54141,0.0164,0.1835,0.1497
20147,4960,5.6,57611,0.0397,0.2013,0.144
20149,25482,30.31,85241,0.0185,0.3786,0.0393
20151,9175,12.48,61685,0.0356,0.279,0.1177
20153,2544,2.38,61827,0.0096,0.1748,0.2173
20155,61881,49.3,57390,0.0417,0.2051,0.0361
20157,4686,6.53,54531,0.0063,0.2643,0.1443
20159,9441,13.0,58523,0.0356,0.2372,0.0955
20161,72105,118.26,56327,0.0508,0.4783,0.0139
20163,4925,5.53,60821,0.0176,0.2269,0.1502
20165,2939,4.09,53523,0.0445,0.1954,0.0884
20167,6702,7.56,49929,0.0395,0.2018,0.0604
20169,54160,75.2,59887,0.0361,0.2822,0.0247
20171,5128,7.15,53365,0.0231,0.1992,0.1695
20173,522700,524.31,65372,0.0533,0.3175,0.0089
20175,21942,34.3,57131,0.0268,0.1129,0.1163
20177,178625,328.34,63463,0.0417,0.3175,0.01
20179,2450,2.73,66719,0.0044,0.243,0.3014
20181,5940,5.62,61404,0.024,0.2609,0.0992
20183,3561,3.98,50943,0.0209,0.231,0.132
20185,4054,5.12,60000,0.0352,0.261,0.1852
20187,2060,3.03,66000,0.0302,0.1739,0.2938
20189,5275,7.25,67950,0.0191,0.1253,0.2178
20191,22517,19.06,59397,0.0522,0.2392,0.0372
20193,7907,7.36,72417,0.006,0.2647,0.0927
20195,2798,3.15,77500,0.0257,0.2497,0.1416
20197,6922,8.71,70000,0.03,0.2511,0.0761
20199,1489,1.63,57708,0.0219,0.2593,0.2773
20201,5529,6.18,59432,0.0185,0.2254,0.165
20203,2131,2.97,69551,0.0228,0.2143,0.3124
20205,8667,15.19,55439,0.0366,0.1954,0.0591
20207,3134,6.3,50670,0.0621,0.211,0.1571
20209,167989,1107.83,57771,0.0573,0.1999,0.0075
21001,18887,46.6,49690,0.0665,0.1863,0.0213
21003,20773,60.33,57159,0.0734,0.183,0.0465
21005,23839,117.92,69885,0.0539,0.2534,0.0174
21007,7742,31.35,57111,0.0522,0.1734,0.0425
21009,44511,91.29,48141,0.0491,0.1745,0.0326
21011,12739,45.69,51471,0.0288,0.1436,0.0271
21013,24248,67.53,33658,0.0995,0.1167,0.0573
21015,136150,552.81,91697,0.028,0.3464,0.0069
21017,20228,69.81,54580,0.0549,0.2324,0.1061
21019,48242,301.76,58327,0.0688,0.2085,0.0153
21021,30613,169.74,56568,0.062,0.2676,0.0195
21023,8420,41.54,59911,0.0618,0.1757,0.0194
21025,13580,27.58,38209,0.0889,0.1703,0.0307
21027,20528,36.03,51756,0.0769,0.1434,0.0323
21029,82482,277.67,73900,0.0463,0.1755,0.0066
21031,12365,29.02,47589,0.0539,0.1133,0.0319
21033,12635,36.65,52488,0.0467,0.1613,0.0743
21035,37345,96.99,48276,0.0471,0.3153,0.0296
21037,93122,615.32,71979,0.0376,0.3927,0.0034
21039,4782,25.24,53065,0.0422,0.1334,0.0226
21041,10842,84.26,50625,0.0668,0.0576,0.0051
21043,26671,65.13,47004,0.0596,0.1449,0.0156
21045,15942,35.89,42190,0.1038,0.1221,0.0636
21047,72766,101.41,48920,0.0756,0.191,0.0292
21049,36897,146.13,61878,0.0519,0.1995,0.0098
21051,20322,43.3,37888,0.1,0.1427,0.0114
21053,9295,47.12,41180,0.0559,0.14,0.0432
21055,8979,24.94,45810,0.0341,0.1247,0.0875
21057,5974,19.57,40515,0.0379,0.1713,0.0326
21059,102916,224.52,64021,0.0409,0.2541,0.0217
21061,12179,40.21,53029,0.0682,0.1143,0.0271
21063,7378,31.49,39469,0.0603,0.1016,0.018
21065,14138,55.86,39980,0.0872,0.1111,0.0048
21067,321276,1132.7,66087,0.0497,0.4655,0.0134
21069,15111,43.35,46885,0.0843,0.1578,0.0516
21071,35780,90.98,38723,0.0677,0.1305,0.0463
21073,51475,247.66,62929,0.0475,0.3156,0.02
21075,6480,31.47,35449,0.0559,0.1403,0.0519
21077,8720,88.65,58641,0.0371,0.1303,0.0165
21079,17175,74.64,58263,0.0529,0.1992,0.0415
21081,25085,97.24,65461,0.0445,0.1575,0.0148
21083,36701,66.52,52526,0.0368,0.1864,0.0576
21085,26465,52.94,47024,0.0485,0.1325,0.0331
21087,11198,39.15,38595,0.0948,0.1355,0.0176
21089,35853,104.08,58562,0.0617,0.1762,0.0109
21091,9058,48.26,68102,0.0445,0.1742,0.0133
21093,111005,178.07,64136,0.0684,0.2393,0.0072
21095,26589,57.08,35128,0.108,0.1052,0.0736
21097,18803,61.37,58840,0.0277,0.1805,0.0369
21099,19345,46.89,45561,0.0353,0.105,0.0313
21101,44770,102.61,56912,0.038,0.1886,0.0186
21103,15731,54.95,58294,0.0395,0.1475,0.0261
21105,4491,18.54,68589,0.0409,0.2222,0.0508
21107,45223,83.42,54466,0.0774,0.1547,0.0559
21109,13002,37.67,38516,0.0598,0.1116,0.0185
21111,779232,2046.29,66296,0.0506,0.3611,0.0021
21113,53381,310.05,69905,0.0455,0.3031,0.0104
21115,22631,86.39,44231,0.0535,0.1457,0.0241
21117,169066,1054.75,76016,0.0438,0.3646,0.0047
21119,14282,40.63,38336,0.1063,0.163,0.0517
21121,30207,78.19,34254,0.0887,0.1671,0.0261
21123,14902,56.98,57867,0.0279,0.1523,0.0188
21125,62442,143.88,53693,0.0363,0.1659,0.0164
21127,16228,39.05,42488,0.0519,0.1086,0.0497
21129,7338,35.13,31682,0.0808,0.0733,0.021
21131,10468,26.11,37019,0.0999,0.1155,0.0631
21133,21490,63.59,38466,0.0775,0.1309,0.0472
21135,13063,27.05,36662,0.0735,0.1017,0.0259
21137,24320,73.07,49487,0.0655,0.1538,0.0404
21139,8980,28.67,56125,0.0614,0.1319,0.0412
21141,27498,49.8,58869,0.0558,0.1711,0.0625
21143,8721,40.78,64081,0.0358,0.1452,0.0245
21145,67573,271.68,58490,0.0357,0.282,0.0076
21147,16892,39.58,35000,0.0561,0.068,0.033
21149,9173,36.32,64020,0.0671,0.1798,0.0761
21151,92955,212.54,59797,0.0543,0.3334,0.0094
21153,11647,37.76,31927,0.1283,0.1089,0.0432
21155,19627,57.21,49627,0.0597,0.1284,0.0205
21157,31706,104.91,64597,0.0298,0.2241,0.0167
21159,11298,49.2,45265,0.0639,0.1079,0.0894
21161,17068,71.08,48460,0.0471,0.2259,0.0325
21163,29964,98.1,68518,0.0417,0.1782,0.0154
21165,6174,30.33,43797,0.0466,0.1077,0.0284
21167,22662,90.99,60728,0.0449,0.2166,0.0353
21169,10313,35.61,46932,0.048,0.1411,0.0497
21171,11331,34.4,47252,0.0535,0.1598,0.0651
21173,28188,142.83,53436,0.0598,0.1817,0.0107
21175,13840,36.31,46018,0.0311,0.1775,0.0126
21177,30735,65.76,50935,0.0488,0.1331,0.0315
21179,46779,112.04,66212,0.0295,0.2253,0.0178
21181,7613,39.01,57539,0.0563,0.0708,0.0785
21183,23782,40.49,52474,0.0451,0.1439,0.0367
21185,67997,363.15,117334,0.0386,0.4535,0.0084
21187,11229,31.98,56485,0.0459,0.1887,0.0269
21189,4054,20.54,32844,0.1415,0.111,0.0273
21191,14638,52.81,58723,0.05,0.1655,0.0144
21193,28136,82.83,45330,0.0753,0.1322,0.0456
21195,58196,73.97,41271,0.0728,0.1585,0.048
21197,13089,73.13,38415,0.0708,0.1506,0.018
21199,65145,98.94,48768,0.0488,0.1779,0.0187
21201,2207,22.09,53798,0.0704,0.122,0.0312
21203,16171,51.09,45693,0.0656,0.1204,0.0198
21205,24551,87.73,50038,0.0459,0.2708,0.0142
21207,18021,71.03,48220,0.0607,0.1644,0.0251
21209,57286,203.31,80782,0.0375,0.3189,0.0157
21211,48105,126.67,81012,0.0326,0.3021,0.0227
21213,19574,83.58,55907,0.0353,0.1455,0.0121
21215,19549,104.69,101118,0.0624,0.2207,0.0117
21217,26056,97.82,63211,0.049,0.2299,0.0267
21219,12281,32.79,57891,0.0434,0.1646,0.1436
21221,14154,32.06,55864,0.04,0.2048,0.04
21223,8510,56.12,66492,0.0835,0.1367,0.0286
21225,13495,39.37,58260,0.0366,0.1019,0.1382
21227,135307,249.77,63074,0.0474,0.3293,0.0118
21229,12025,40.49,65456,0.0232,0.1979,0.0474
21231,19666,42.92,41583,0.0517,0.1383,0.0526
21233,12951,39.0,55451,0.0591,0.1145,0.0712
21235,36648,83.7,44332,0.0642,0.1871,0.0133
21237,6573,29.59,28666,0.2026,0.0705,0.002
21239,26886,141.42,78295,0.0246,0.4066,0.0684
22001,57674,88.02,44977,0.0877,0.137,0.0737
22003,22798,29.92,52755,0.0888,0.1205,0.0541
22005,126973,437.88,93800,0.0454,0.2903,0.0103
22007,21067,61.24,47023,0.0798,0.1344,0.0491
22009,39529,47.51,38696,0.0745,0.1228,0.048
22011,36553,31.58,68525,0.0806,0.1788,0.0438
22013,12958,15.97,34268,0.056,0.1238,0.0955
22015,128877,153.51,64598,0.0556,0.2757,0.037
22017,236259,268.64,47572,0.0861,0.2429,0.0241
22019,210770,198.08,64370,0.056,0.2355,0.0203
22021,9658,18.23,45707,0.1291,0.1205,0.1052
22023,5447,4.24,69847,0.0208,0.144,0.1227
22025,8895,12.56,48259,0.0648,0.1756,0.1749
22027,14203,18.82,32034,0.0515,0.1165,0.0802
