fips,population,population_density,median_household_income,unemployment_rate,pct_college_educated,ag_employment_share
01079,33116,47.95,54786,0.0297,0.1578,0.0259
01081,175126,288.25,59288,0.0378,0.4016,0.0081
01083,104199,186.08,80146,0.0414,0.2953,0.0184
01085,10153,14.18,33125,0.075,0.1632,0.0529
01087,19198,31.54,41206,0.125,0.2056,0.0263
01089,389781,486.25,78058,0.0423,0.4509,0.0053
01091,19180,19.63,42975,0.0282,0.2196,0.0422
01093,29203,39.34,49743,0.0647,0.1183,0.0251
01095,97923,173.06,58272,0.0381,0.2142,0.016
01097,413878,336.66,55352,0.0589,0.2421,0.0114
01099,19816,19.32,39965,0.1217,0.1351,0.0503
01101,228132,290.48,56707,0.0675,0.3368,0.0048
01103,123102,212.37,61588,0.0419,0.2385,0.016
01105,8479,11.78,32332,0.1565,0.1522,0.0352
01107,18925,21.47,45339,0.0529,0.1451,0.023
01109,32997,49.1,42616,0.0494,0.2771,0.0096
01111,22179,38.2,49879,0.0325,0.188,0.0183
01113,58849,91.78,47420,0.0651,0.1636,0.0112
01115,91719,145.22,73218,0.0429,0.1933,0.0044
01117,223916,285.08,90618,0.0312,0.456,0.0076
01119,12196,13.49,31726,0.0816,0.2176,0.0177
01121,81105,110.07,52457,0.0838,0.166,0.0167
01123,41251,57.57,53282,0.1042,0.1815,0.0133
01125,231558,175.31,61645,0.0553,0.3088,0.0127
01127,64978,82.14,52987,0.0567,0.1529,0.0473
01129,15434,14.29,51184,0.0634,0.1422,0.0581
01131,10441,11.76,38208,0.107,0.1161,0.0801
01133,23655,38.59,49494,0.0442,0.1383,0.0143
02013,3407,0.49,79961,0.044,0.1693,0.0803
02016,5219,1.19,100662,0.03,0.1544,0.0166
02020,290674,170.3,95731,0.0516,0.3703,0.0232
02050,18538,0.46,64094,0.1616,0.0969,0.0841
02060,854,1.77,94167,0.0275,0.2626,0.0212
02063,7000,0.73,83068,0.0881,0.3147,0.1129
02066,2614,0.11,70606,0.0649,0.2808,0.0214
02068,2101,0.17,87292,0.019,0.2515,0.3787
02070,4854,0.26,69412,0.1132,0.2047,0.0832
02090,96299,13.13,81655,0.0552,0.3295,0.0423
02100,2079,0.89,68276,0.0428,0.3366,0.0223
02105,2329,0.36,62344,0.1398,0.2753,0.1115
02110,32108,11.87,95711,0.0445,0.4074,0.0472
02122,59235,3.7,76272,0.0725,0.2797,0.0852
02130,13910,2.86,82763,0.0413,0.2849,0.0467
02150,13065,1.95,91138,0.0573,0.2847,0.077
02158,8372,0.49,42663,0.209,0.0459,0.0776
02164,999,0.04,61607,0.1396,0.1551,0.039
02170,108661,4.4,86435,0.07,0.2365,0.0456
02180,10018,0.44,70121,0.1651,0.1831,0.0284
02185,10924,0.12,83472,0.0681,0.142,0.2297
02188,7682,0.22,77647,0.1548,0.1515,0.1102
02195,3374,1.16,77826,0.0441,0.2479,0.1341
02198,5799,1.1,61779,0.0754,0.1939,0.1013
02220,8462,2.95,95261,0.0498,0.342,0.065
02230,1303,3.0,79583,0.11,0.2784,0.0051
02240,6888,0.28,75378,0.0661,0.1978,0.1502
02275,2134,0.83,61000,0.0344,0.1802,0.0896
02282,564,0.07,76875,0.0183,0.1083,0.1615
02290,5355,0.04,47826,0.1109,0.1414,0.0551
04001,66054,5.9,37483,0.0946,0.1378,0.0266
04003,125504,20.21,58421,0.0679,0.267,0.031
04005,144705,7.77,67266,0.0697,0.3959,0.0152
