fips,county,state,facility_count,total_mw,avg_project_mw,hyperscaler_share,binary_outcome,saturation_count,pushback_flag,state_incentive_score,dc_employment,dc_employment_growth,water_stress_decile,partisan_lean_r,population,population_density,median_household_income,unemployment_rate,pct_college_educated,ag_employment_share,electricity_price,log_population,log_income,log_dc_employment,water_stress_x_density
37183,Wake,NC,1,0.0,500.0,1.0,0.0,0,0,0.75,4464,0.3782,9.0,0.3637622234924615,1132103,1356.48,96734,0.0418,0.5565,0.0044,12.14,13.939588406316739,11.479730560112587,8.4040244933106,12.20832
38017,Cass,ND,1,280.0,280.0,0.0,1.0,0,0,0.5,136,-0.6642,4.0,0.5328576834887915,186328,105.57,73249,0.0284,0.4262,0.0228,11.51,12.135269207384752,11.201633526879315,4.919980925828125,0.42228
38021,Dickey,ND,1,0.0,500.0,0.0,1.0,1,0,0.5,0,0.0,2.0,0.751129363449692,5003,4.42,60250,0.0311,0.2671,0.1663,11.51,8.517992871586802,11.006274448725538,0.0,0.00884
38093,Stutsman,ND,1,100.0,100.0,0.0,1.0,1,0,0.5,58,0.0,2.0,0.713292961381912,21609,9.73,59167,0.0466,0.2448,0.0904,11.51,9.980911449500931,10.98813613418685,4.07753744390572,0.01946
38105,Williams,ND,2,695.0,347.5,0.0,1.0,2,0,0.5,22,0.0,4.0,0.8328447701532312,39076,18.81,86139,0.0248,0.245,0.2231,11.51,10.573289337601082,11.363729158608102,3.1354942159291497,0.07524
39017,Butler,OH,2,440.0,220.0,0.0,,0,1,0.75,99,0.8,7.0,0.6270052745956689,388327,832.38,77062,0.0506,0.319,0.0042,13.34,12.869605622313937,11.252378548125716,4.605170185988092,5.8266599999999995
39027,Clinton,OH,1,0.0,500.0,1.0,0.0,0,1,0.75,463,-0.192,3.0,0.7692381731555897,42077,102.95,64210,0.0475,0.2061,0.0247,13.34,10.647280317764965,11.069929814564968,6.139884552226255,0.30885
39037,Darke,OH,1,691.0,691.0,1.0,1.0,1,0,0.75,0,0.0,7.0,0.8234814814814815,51751,86.53,60237,0.0264,0.163,0.0359,13.34,10.854218357723822,11.006058661391418,0.0,0.6057100000000001
39045,Fairfield,OH,1,800.0,800.0,0.0,,0,0,0.75,10,1.0,5.0,0.6158756854709763,159371,315.98,82969,0.0367,0.3109,0.007,13.34,11.97899637118825,11.32623437565833,2.3978952727983707,1.5799
39049,Franklin,OH,1,0.0,500.0,1.0,1.0,7,0,0.75,3884,0.3153,7.0,0.3528358408782822,1318149,2475.78,71070,0.0466,0.4169,0.0025,13.34,14.091739796370073,11.171434656356537,8.264878262801748,17.330460000000002
39087,Lawrence,WY,1,0.0,500.0,0.0,,0,1,0.5,0,0.0,7.0,0.7492138364779874,57994,127.91,51846,0.0379,0.1815,0.0082,11.18,10.968112078915977,10.856052352774507,0.0,0.89537
39109,Miami,OH,1,0.0,500.0,0.0,,0,0,0.75,15,1.1429,7.0,0.7211876436393132,108818,267.68,71440,0.0338,0.2467,0.0136,13.34,11.597441230510466,11.176627213212772,2.772588722239781,1.87376
39129,Pickaway,OH,1,0.0,500.0,0.0,0.0,0,1,0.75,27,0.125,7.0,0.7380700256191289,58809,117.33,67600,0.0414,0.1962,0.019,13.34,10.982067187454001,11.121378054821049,3.332204510175204,0.82131
39153,Summit,OH,1,0.0,500.0,0.0,,0,1,0.75,473,-0.054,5.0,0.4605121190287221,539361,1306.61,68360,0.0527,0.3458,0.0028,13.34,13.1981422385595,11.132557765560216,6.161207321695077,6.533049999999999
39155,Trumbull,OH,1,1500.0,1500.0,0.0,,0,1,0.75,72,4.1429,3.0,0.580050562612678,201749,326.4,53537,0.0482,0.2002,0.0075,13.34,12.214784586132195,10.888146961128207,4.290459441148391,0.9792
40097,Mayes,OK,1,0.0,500.0,1.0,1.0,1,0,0.5,5,-0.375,1.0,0.7778289397950962,39324,60.0,56552,0.0591,0.1535,0.0409,11.36,10.579615727926479,10.942933530535022,1.791759469228055,0.06
40113,Osage,OK,1,0.0,500.0,0.0,1.0,0,1,0.5,0,0.0,3.0,0.6982741904207873,46004,20.48,58189,0.0555,0.2006,0.0416,11.36,10.73650536521646,10.971468797650715,0.0,0.061439999999999995
41013,Crook,OR,1,0.0,500.0,1.0,1.0,2,0,0.5,401,1.1676,5.0,0.7427636546690158,24987,8.39,74969,0.0408,0.2088,0.0519,12.06,10.12615098861346,11.224843312497107,5.996452088619021,0.04195
41049,Morrow,OR,1,1200.0,1200.0,1.0,,0,0,0.5,752,1.3648,10.0,0.7249094395908801,12140,5.98,64975,0.0322,0.1129,0.1566,12.06,9.404343433543975,11.081773249926078,6.6240652277998935,0.059800000000000006
41067,Washington,OR,1,25.0,25.0,0.0,1.0,7,0,0.5,1668,0.0177,2.0,0.3132715107884408,599541,827.78,100121,0.0457,0.4582,0.01,12.06,13.303921309377717,11.514144721374958,7.419979923661835,1.65556
42003,Allegheny,PA,1,180.0,180.0,0.0,,11,1,0.75,2356,0.2811,4.0,0.3936064199504791,1245310,1706.01,72537,0.0495,0.4383,0.0045,14.59,14.034895855883107,11.191865841461494,7.7651449029361315,6.82404
42007,Beaver,PA,3,4196.0,1398.6666666666667,0.0,1.0,1,1,0.75,16,1.6667,2.0,0.599274590639267,167629,385.62,67194,0.056,0.2676,0.0114,14.59,12.029514448625324,11.115354118981164,2.833213344056216,0.77124
42011,Berks,PA,1,0.0,500.0,0.0,,4,0,0.75,152,0.1343,7.0,0.5560337021893079,428483,500.33,74617,0.0538,0.2682,0.02,14.59,12.96800867676624,11.22013704395013,5.030437921392435,3.50231
42015,Bradford,PA,1,248.0,248.0,0.0,,0,1,0.75,0,0.0,3.0,0.7353488073865093,60159,52.43,60650,0.0479,0.2002,0.0562,14.59,11.004762958623722,11.012891402282436,0.0,0.15728999999999999
42017,Bucks,PA,1,0.0,500.0,1.0,,0,0,0.75,909,0.086,7.0,0.4955314840858992,645163,1067.5,107826,0.0464,0.4331,0.0044,14.59,13.377259827024298,11.5882833699181,6.813444599510896,7.4725
42025,Carbon,PA,1,0.0,500.0,0.0,,1,1,0.75,177,0.1274,7.0,0.6698121203559825,65018,170.51,64538,0.0692,0.1833,0.0147,14.59,11.082434813856512,11.075024971218793,5.181783550292085,1.19357
42029,Chester,PA,2,0.0,500.0,0.0,0.0,1,1,0.75,1630,0.2074,7.0,0.4225052621213426,536474,714.78,118574,0.0396,0.5612,0.0187,14.59,13.192775241644695,11.683300950745782,7.396948602621014,5.0034600000000005
42041,Cumberland,PA,1,0.0,500.0,0.0,,0,1,0.75,275,-0.4035,3.0,0.5408973287689696,261269,478.97,82849,0.0368,0.3867,0.0097,14.59,12.473309634354894,11.324787022854709,5.62040086571715,1.4369100000000001
42059,Greene,PA,1,910.0,910.0,0.0,,0,1,0.75,0,0.0,5.0,0.7147249941981898,35781,62.13,66283,0.0517,0.2111,0.0663,14.59,10.485200252649769,11.101703819749684,0.0,0.31065000000000004
42063,Indiana,PA,1,4500.0,4500.0,0.0,,0,1,0.75,5,0.0,3.0,0.6918231547041133,83394,100.79,57170,0.0646,0.262,0.0433,14.59,11.331343634511274,10.953802055796485,1.791759469228055,0.30237
42069,Lackawanna,PA,3,3600.0,1200.0,0.0,0.0,0,1,0.75,73,1.0278,3.0,0.482554249935672,215672,469.86,63739,0.0482,0.299,0.0077,14.59,12.281518650689774,11.062567587971328,4.304065093204169,1.4095799999999998
42071,Lancaster,PA,2,0.0,500.0,0.0,,1,0,0.75,182,0.3684,3.0,0.5747864355918785,553202,586.07,81458,0.0338,0.3052,0.0227,14.59,13.223480301751529,11.30785510516339,5.209486152841421,1.75821
42077,Lehigh,PA,1,0.0,500.0,0.0,,1,1,0.75,146,-0.4511,7.0,0.4805173594647279,374110,1083.33,74973,0.0577,0.3235,0.0042,14.59,12.832307823806651,11.224896665749002,4.990432586778736,7.583309999999999
42079,Luzerne,PA,2,960.0,960.0,0.5,,1,1,0.75,229,0.9083,3.0,0.592020493115594,325396,365.75,60836,0.0586,0.2454,0.0065,14.59,12.692801254302326,11.015953435492774,5.438079308923196,1.09725
42091,Montgomery,PA,2,750.0,750.0,0.0,0.0,3,1,0.75,2832,-0.0522,7.0,0.3807040041773372,856399,1773.19,107441,0.0453,0.5143,0.0034,14.59,13.660492835697665,11.584706446064814,7.949091499830517,12.41233
42107,Schuylkill,PA,1,0.0,500.0,1.0,,0,0,0.75,6,0.2,5.0,0.7059603191954525,143201,183.93,63574,0.0531,0.1847,0.0229,14.59,11.872011499891599,11.059975590290321,1.9459101490553132,0.9196500000000001
42125,Washington,PA,1,0.0,500.0,0.0,,0,1,0.75,166,0.3833,4.0,0.6243288356068641,209631,244.61,74403,0.0502,0.324,0.0306,14.59,12.253108891531603,11.217264982816841,5.117993812416755,0.9784400000000001
42129,Westmoreland,PA,1,0.0,500.0,0.0,1.0,0,1,0.75,149,2.3864,5.0,0.638486639867581,354414,344.86,69454,0.0496,0.3121,0.0088,14.59,12.778223821873816,11.14843433983149,5.0106352940962555,1.7243000000000002
42133,York,PA,1,828.0,828.0,0.0,,0,0,0.75,108,0.44,3.0,0.621499939809799,457051,505.38,79183,0.046,0.2634,0.0094,14.59,13.032552448961242,11.279529537191667,4.6913478822291435,1.5161399999999998
45003,Aiken,SC,1,100.0,100.0,1.0,1.0,0,0,0.75,12,0.0,8.0,0.622504094504652,169865,158.65,63212,0.0617,0.296,0.0129,13.05,12.042765169917498,11.054265255184918,2.5649493574615367,1.2692
45021,Cherokee,SC,1,300.0,300.0,0.0,,0,0,0.75,0,0.0,9.0,0.7527275655219614,56200,143.02,47011,0.0593,0.1722,0.0097,13.05,10.936689829317784,10.758158167252745,0.0,1.28718
45029,Colleton,SC,1,1000.0,1000.0,0.0,,0,1,0.75,0,0.0,7.0,0.5852484132195229,38561,36.5,46795,0.0857,0.1565,0.0144,13.05,10.56002261459934,10.753553008167492,0.0,0.2555
45083,Spartanburg,SC,1,0.0,500.0,0.0,1.0,0,1,0.75,54,1.0769,9.0,0.6621721498486475,330119,408.37,61955,0.0472,0.2524,0.0063,13.05,12.70721150370662,11.03417973466765,4.007333185232471,3.6753299999999998
46039,Deuel,SD,1,430.0,430.0,0.0,0.0,0,1,0.25,0,0.0,6.0,0.747171453437772,4298,6.9,76997,0.0204,0.237,0.1365,13.1,8.366137716496281,11.251534726472515,0.0,0.041400000000000006
46099,Minnehaha,SD,1,500.0,500.0,0.0,,0,0,0.25,167,0.4911,8.0,0.5515927904155938,197742,245.08,73110,0.0238,0.3418,0.0133,13.1,12.19472348677328,11.19973411321324,5.123963979403259,1.9606400000000002
47125,Montgomery,TN,1,350.0,350.0,0.0,,1,0,0.75,343,27.5833,7.0,0.5846125619228182,222305,412.31,67890,0.0606,0.3036,0.0051,12.03,12.311810090141355,11.125658756897037,5.840641657373398,2.88617
47157,Shelby,TN,2,1898.0,949.0,0.0,1.0,2,1,0.75,685,2.1422,1.0,0.3642208044790611,926440,1218.11,59621,0.0734,0.3379,0.0025,12.03,13.739105642161782,10.995779912459419,6.530877627725885,1.2181099999999998
48005,Angelina,TX,1,175.0,175.0,0.0,,0,0,1.0,3,0.0,4.0,0.7568203608472065,86608,108.55,57055,0.0595,0.1865,0.033,12.59,11.36915901524758,10.951788520662866,1.3862943611198906,0.4342
48011,Armstrong,TX,1,1030.0,1030.0,0.0,1.0,0,0,1.0,0,0.0,10.0,0.927862939585212,1912,2.1,70417,0.0024,0.2592,0.1198,12.59,7.556427969440253,11.16220419128329,0.0,0.021
48015,Austin,TX,1,285.0,285.0,0.0,,0,0,1.0,44,0.3333,3.0,0.8100006502373366,30406,47.03,73556,0.0381,0.2413,0.0436,12.59,10.322428124045716,11.20581589485235,3.8066624897703196,0.14109
48027,Bell,TX,3,752.0,250.66666666666666,0.3333333333333333,1.0,0,0,1.0,56,-0.6433,6.0,0.5756949072052819,372821,353.78,62858,0.0768,0.2677,0.0118,12.59,12.828856372927918,11.048649401857217,4.04305126783455,2.12268
48035,Bosque,TX,2,590.0,295.0,0.0,,0,0,1.0,0,0.0,3.0,0.8326193710166127,18404,18.72,63868,0.0394,0.1897,0.0579,12.59,9.820377645813121,11.064589389630186,0.0,0.056159999999999995
48039,Brazoria,TX,1,300.0,300.0,0.0,,0,0,1.0,27,1.25,5.0,0.591954306884841,374600,274.77,91972,0.0464,0.3141,0.0182,12.59,12.83361673850271,11.429250334697135,3.332204510175204,1.37385
48041,Brazos,TX,1,600.0,600.0,0.0,0.0,0,0,1.0,176,3.5128,2.0,0.6170152536283167,234548,400.16,57562,0.0456,0.432,0.0171,12.59,12.365419800264249,10.960635279170578,5.176149732573829,0.80032
48055,Caldwell,TX,1,360.0,360.0,0.0,,0,0,1.0,0,0.0,9.0,0.5661099069233712,46141,84.73,66779,0.0242,0.1669,0.0353,12.59,10.739478877125554,11.109158913497646,0.0,0.7625700000000001
48061,Cameron,TX,3,2287.0,762.3333333333334,0.0,1.0,0,0,1.0,7,-0.6957,10.0,0.5252320834983897,421854,473.08,47435,0.0571,0.1947,0.0182,12.59,12.952416932077757,10.767136713084685,2.0794415416798357,4.7308
48065,Carson,TX,1,11000.0,11000.0,0.0,1.0,0,1,1.0,0,0.0,9.0,0.903530895334174,5801,6.3,83199,0.0187,0.2522,0.1045,12.59,8.665957964681349,11.3290026268093,0.0,0.05669999999999999
48075,Childress,TX,2,850.0,425.0,0.0,1.0,1,0,1.0,0,0.0,10.0,0.8763204225352113,6781,9.74,56063,0.0865,0.1464,0.1812,12.59,8.822027322685583,10.934249174296063,0.0,0.0974
48085,Collin,TX,1,100.0,100.0,0.0,1.0,8,0,1.0,7525,0.0843,8.0,0.5426085133558632,1079153,1282.79,113255,0.0423,0.5429,0.007,12.59,13.8916879588012,11.637406022074334,8.926118971153382,10.262319999999999
48113,Dallas,TX,6,1447.0,289.4,0.0,1.0,11,0,1.0,8232,0.3976,8.0,0.3799632015152872,2604053,2982.69,70732,0.0495,0.3388,0.006,12.59,14.77258001942277,11.166667503947462,9.015905747298426,23.86152
48121,Denton,TX,1,391.0,391.0,0.0,1.0,3,0,1.0,1050,0.2666,8.0,0.5582901929672475,914870,1041.39,104180,0.0403,0.4787,0.0073,12.59,13.726538350711978,11.553885050024473,6.957497370876951,8.33112
48125,Dickens,TX,1,800.0,800.0,0.0,1.0,0,0,1.0,0,0.0,10.0,0.8499496475327291,1570,1.74,46638,0.0966,0.2019,0.1205,12.59,7.359467638255621,10.750192379971189,0.0,0.0174
48135,Ector,TX,1,0.0,500.0,0.0,,0,0,1.0,0,0.0,10.0,0.7609761820955063,162300,180.76,70566,0.058,0.166,0.1446,12.59,11.997207914913153,11.164317892109255,0.0,1.8075999999999999
48139,Ellis,TX,2,830.0,415.0,0.0,,1,0,1.0,126,5.0,4.0,0.6509825601849525,195509,208.93,93248,0.0394,0.2787,0.0145,12.59,12.183366807994537,11.443028613587972,4.844187086458591,0.83572
48151,Fisher,TX,1,2000.0,2000.0,0.0,,0,0,1.0,0,0.0,10.0,0.8130125751776928,3680,4.09,60461,0.0289,0.199,0.1613,12.59,8.210939733379021,11.009770347508457,0.0,0.0409
48161,Freestone,TX,1,380.0,380.0,0.0,,0,0,1.0,0,0.0,3.0,0.8291873963515755,19599,22.33,55902,0.0345,0.1738,0.0585,12.59,9.883284845218608,10.931373324966124,0.0,0.06699
48189,Hale,TX,1,0.0,500.0,0.0,,0,0,1.0,0,0.0,10.0,0.7849752101746066,32525,32.37,50721,0.0467,0.148,0.0988,12.59,10.389795048488393,10.834115020510335,0.0,0.3237
48201,Harris,TX,1,40.0,40.0,0.0,1.0,3,0,1.0,7984,0.6682,6.0,0.4643644261104793,4726177,2768.76,70789,0.0639,0.3317,0.0277,12.59,15.368627400006178,11.167473026768235,8.985320060649112,16.612560000000002
48209,Hays,TX,1,1200.0,1200.0,0.0,,0,0,1.0,71,1.4483,8.0,0.4649449430335434,245351,362.49,79990,0.0509,0.4036,0.009,12.59,12.41044919310496,11.28966940732742,4.276666119016055,2.8999200000000003
48217,Hill,TX,1,600.0,600.0,0.0,,0,0,1.0,0,0.0,3.0,0.8183559839549781,36138,37.69,60669,0.0449,0.1751,0.0638,12.59,10.495127893591839,11.013204620936344,0.0,0.11306999999999999
48221,Hood,TX,1,290.0,290.0,0.0,1.0,1,1,1.0,0,0.0,3.0,0.8258251683179156,62459,148.47,80013,0.0582,0.3165,0.0439,12.59,11.042281630837069,11.289956898345304,0.0,0.44541
48223,Hopkins,TX,1,3000.0,3000.0,0.0,,0,0,1.0,0,0.0,4.0,0.8200083467477494,37008,48.22,63766,0.0477,0.216,0.0386,12.59,10.518916405290764,11.062991094138104,0.0,0.19288
48309,McLennan,TX,1,1000.0,1000.0,0.0,1.0,0,1,1.0,51,0.275,3.0,0.6493717961604182,261090,251.86,59781,0.0441,0.2694,0.0101,12.59,12.472624284541237,10.998459891283643,3.9512437185814275,0.75558
48325,Medina,TX,1,300.0,300.0,0.0,,0,0,1.0,0,0.0,9.0,0.7099764208472233,51432,38.81,73060,0.0235,0.2218,0.0465,12.59,10.848035268780741,11.199049987635838,0.0,0.34929000000000004
48331,Milam,TX,2,1525.0,762.5,0.0,1.0,0,0,1.0,0,0.0,5.0,0.7834670512936086,25080,24.68,56985,0.0583,0.1824,0.0735,12.59,10.129865866360268,10.950560902613532,0.0,0.12340000000000001
48335,Mitchell,TX,1,300.0,300.0,0.0,1.0,1,0,1.0,0,0.0,10.0,0.8531635495423796,8947,9.82,49869,0.014,0.096,0.1239,12.59,9.09918532261002,10.817174898540168,0.0,0.09820000000000001
48349,Navarro,TX,1,0.0,500.0,0.0,1.0,1,0,1.0,0,0.0,3.0,0.7556104695143476,52834,52.33,56261,0.0558,0.17,0.0371,12.59,10.87492912887513,10.93777463064768,0.0,0.15699000000000002
48355,Nueces,TX,1,150.0,150.0,0.0,1.0,0,0,1.0,74,0.48,8.0,0.5525761836630652,353245,421.0,64027,0.0568,0.2249,0.0215,12.59,12.774919977057328,11.067075766666589,4.31748811353631,3.368
48371,Pecos,TX,2,7000.0,3500.0,0.0,,0,0,1.0,28,0.0,10.0,0.7186392629340893,15114,3.17,59325,0.0123,0.1147,0.1511,12.59,9.623442907213558,10.990802937461941,3.367295829986474,0.0317
48417,Shackelford,TX,1,1400.0,1400.0,0.0,1.0,0,0,1.0,0,0.0,8.0,0.9061957151129124,3134,3.43,60924,0.0723,0.324,0.1839,12.59,8.050384453067021,11.017398878493408,0.0,0.027440000000000003
48441,Taylor,TX,1,1200.0,1200.0,0.0,1.0,0,0,1.0,95,0.2667,7.0,0.7438341819232297,143029,156.22,61806,0.0239,0.2867,0.0208,12.59,11.870809677448946,11.031771905639792,4.564348191467836,1.09354
48451,Tom Green,TX,1,0.0,500.0,0.0,,0,0,1.0,18,2.6,8.0,0.7350455565825961,119276,78.37,67215,0.0315,0.2464,0.0589,12.59,11.689203798216898,11.115666593409163,2.9444389791664403,0.6269600000000001
48453,Travis,TX,1,500.0,500.0,0.0,,3,0,1.0,11245,0.4196,7.0,0.2943157241700199,1289054,1296.77,92731,0.0418,0.5379,0.0056,12.59,14.069419949746493,11.437468891554785,9.327767788852148,9.07739
48469,Victoria,TX,1,1500.0,1500.0,0.0,,0,0,1.0,0,0.0,8.0,0.709725020573796,91209,103.4,66308,0.0515,0.192,0.0496,12.59,11.420919819174204,11.102080913567551,0.0,0.8272
48475,Ward,TX,1,300.0,300.0,0.0,1.0,1,0,1.0,31,0.0,10.0,0.827577045696068,11347,13.58,70771,0.0553,0.1134,0.1503,12.59,9.336796795928741,11.167218721232894,3.4657359027997265,0.1358
48487,Wilbarger,TX,1,0.0,500.0,0.0,1.0,1,0,1.0,0,0.0,9.0,0.7990141160654268,12795,13.18,50769,0.0929,0.1664,0.0699,12.59,9.45688790106941,10.83506090794144,0.0,0.11862
48489,Willacy,TX,2,286.0,143.0,0.0,1.0,0,0,1.0,0,0.0,10.0,0.5133920546467733,20308,34.39,42839,0.0871,0.1048,0.1077,12.59,9.91881941653311,10.665227524561685,0.0,0.3439
48491,Williamson,TX,2,800.0,400.0,0.0,1.0,2,1,1.0,493,1.3702,6.0,0.5039865266109169,617396,553.31,102851,0.0436,0.4628,0.0059,12.59,13.333267531951899,11.541046340686883,6.202535517187923,3.31986
49027,Millard,UT,1,4000.0,4000.0,0.0,,0,0,0.5,0,0.0,9.0,0.8704776820673453,13027,1.92,69403,0.0441,0.2355,0.1253,11.18,9.474856166396124,11.147699781721562,0.0,0.01728
49035,Salt Lake,UT,1,200.0,200.0,0.0,,0,0,0.5,4284,0.4717,8.0,0.4348547180328641,1180643,1591.01,90011,0.0359,0.3769,0.0073,11.18,13.981570610279407,11.407698273757637,8.36287583103188,12.72808
51011,Appomattox,VA,1,300.0,300.0,0.0,,0,0,1.0,0,0.0,7.0,0.7511926986102468,16253,48.63,60041,0.0351,0.1928,0.0249,12.58,9.69609431131315,11.00279959631851,0.0,0.34041000000000005
51033,Caroline,VA,2,0.0,500.0,0.0,1.0,0,0,1.0,6,0.0,7.0,0.5387752789894069,31181,59.13,83562,0.0463,0.2231,0.0129,12.58,10.347596284236497,11.333356117371649,1.9459101490553132,0.41391
51041,Chesterfield,VA,1,200.0,200.0,1.0,,2,1,1.0,255,-0.2006,8.0,0.4483383397701807,366019,864.26,95757,0.0473,0.4232,0.003,12.58,12.810443255699273,11.469579454466547,5.545177444479562,6.91408
51047,Culpeper,VA,1,0.0,500.0,0.0,,2,1,1.0,0,0.0,7.0,0.6193744965502749,52822,139.3,92359,0.039,0.2685,0.0133,12.58,10.874701980906183,11.433449263468432,0.0,0.9751000000000002
51061,Fauquier,VA,1,300.0,300.0,0.0,,0,1,1.0,34,-0.4237,7.0,0.6023081931876867,73290,113.1,122785,0.0233,0.3943,0.0229,12.58,11.202193097253064,11.718198281681284,3.5553480614894135,0.7917
51075,Goochland,VA,1,1100.0,1100.0,0.0,0.0,0,0,1.0,19,5.3333,6.0,0.5873266721044046,24906,88.31,105600,0.0244,0.4444,0.0221,12.58,10.122904167442703,11.567423119906431,2.995732273553991,0.52986
51085,Hanover,VA,2,3300.0,1650.0,0.0,0.0,1,1,1.0,88,0.7959,6.0,0.6234898135099265,110513,236.33,104678,0.0294,0.4184,0.0109,12.58,11.612897488747159,11.558653803675258,4.48863636973214,1.41798
51087,Henrico,VA,1,200.0,200.0,0.0,,9,0,1.0,437,1.2183,8.0,0.3481028775146422,333120,1425.57,82424,0.0391,0.4539,0.0033,12.58,12.716261066325465,11.319644067939931,6.082218910376446,11.40456
51107,Loudoun,VA,1,135.0,135.0,0.0,1.0,104,1,1.0,1638,-0.0049,3.0,0.4036098646848489,420773,815.87,170463,0.032,0.635,0.0061,12.58,12.949851151424493,12.046279409716727,7.40184157874383,2.44761
51143,Pittsylvania,VA,1,3500.0,3500.0,0.0,0.0,0,1,1.0,0,0.0,7.0,0.7129032258064516,60541,62.48,52619,0.054,0.1499,0.0213,12.58,11.011092618039283,10.870851554594283,0.0,0.43735999999999997
51145,Powhatan,VA,1,365.0,365.0,0.0,1.0,0,1,1.0,0,0.0,7.0,0.7158005853845785,30503,117.23,108089,0.0261,0.3276,0.014,12.58,10.3256131015374,11.59071949241025,0.0,0.8206100000000001
51153,Prince William,VA,2,586.0,293.0,0.0,1.0,34,1,1.0,287,0.4138,8.0,0.3963381680294915,481114,1435.06,123193,0.0467,0.4367,0.0027,12.58,13.083861605750663,11.721515627596908,5.662960480135946,11.48048
51177,Spotsylvania,VA,7,2150.0,716.6666666666666,0.42857142857142855,1.0,1,0,1.0,16,-0.7377,6.0,0.5369465591031323,141097,351.5,105068,0.0565,0.3329,0.0059,12.58,11.857209963396011,11.562372556172981,2.833213344056216,2.109
51179,Stafford,VA,2,2100.0,1050.0,0.0,,0,0,1.0,19,-0.3448,8.0,0.4883125007518978,157606,585.45,128036,0.0394,0.4307,0.0023,12.58,11.9678598716632,11.760074563631239,2.995732273553991,4.6836
53005,Benton,WA,1,0.0,500.0,0.0,,0,0,0.75,17,-0.6047,2.0,0.5958658088787057,207560,122.08,83778,0.0481,0.3234,0.0461,10.46,12.243180551354055,11.335937658406873,2.8903717578961645,0.24416
54053,Mason,WV,1,1000.0,1000.0,0.0,,0,0,0.75,9,0.125,4.0,0.7805063051104579,25488,59.17,53058,0.0294,0.1548,0.0142,12.04,10.146002265529594,10.879159780925365,2.302585092994046,0.23668
54059,Mingo,WV,1,1796.0,1796.0,0.0,,0,1,0.75,0,0.0,7.0,0.8627797408716137,23466,55.46,38305,0.1119,0.0956,0.1558,12.04,10.063350457922596,10.553361820862607,0.0,0.38822
54093,Tucker,WV,1,1656.0,1656.0,0.0,,0,1,0.75,0,0.0,6.0,0.7340484048404841,6747,16.1,54053,0.0657,0.2483,0.0503,12.04,8.817001443665859,10.897738825879495,0.0,0.0966
55025,Dane,WI,1,0.0,500.0,0.0,0.0,0,1,0.5,1839,0.2285,9.0,0.2342232211380331,559891,467.94,84297,0.0229,0.5399,0.0098,15.23,13.235499186969145,11.342113418916101,7.517520850603031,4.21146
55027,Dodge,WI,1,0.0,500.0,1.0,1.0,0,1,0.5,0,0.0,9.0,0.6575001988387815,89032,101.67,71747,0.0413,0.1957,0.0408,15.23,11.396762366506797,11.180915258668906,0.0,0.91503
55059,Kenosha,WI,1,0.0,500.0,1.0,,0,1,0.5,170,0.2977,8.0,0.5247811477584226,168693,620.57,76583,0.0536,0.2942,0.0115,15.23,12.035841701807914,11.24614345662619,5.14166355650266,4.9645600000000005
55061,Kewaunee,WI,1,100.0,100.0,0.0,0.0,0,1,0.5,0,0.0,5.0,0.663163805551099,20570,60.07,77610,0.0199,0.2026,0.0667,15.23,9.931637595952473,11.259464448702682,0.0,0.30035
55089,Ozaukee,WI,1,0.0,500.0,0.0,1.0,0,1,0.5,145,0.5426,7.0,0.5459580056646466,91745,393.72,92258,0.0265,0.498,0.0123,15.23,11.426779168236207,11.43235511811962,4.983606621708336,2.75604
55101,Racine,WI,1,0.0,500.0,1.0,1.0,0,1,0.5,16,0.2308,8.0,0.5246364127297444,197068,592.43,72658,0.0436,0.28,0.0094,15.23,12.191309200202687,11.19353254294996,2.833213344056216,4.739439999999999
55105,Rock,WI,1,0.0,500.0,0.0,,0,1,0.5,339,-0.4094,9.0,0.4564366211569235,163817,228.1,70630,0.0386,0.2439,0.0145,15.23,12.00651133447352,11.165224420592418,5.8289456176102075,2.0529
56021,Laramie,WY,3,12950.0,4316.666666666667,0.0,1.0,0,1,0.5,108,0.0286,10.0,0.6541644327373598,100316,37.35,76282,0.0351,0.3049,0.0285,11.18,11.516090451113385,11.242205387729673,4.6913478822291435,0.3735
