total_built,cumulative_gw,gini_coefficient,community_surplus_m,firm_cost_m,total_rejected,infeasible_rate
233,69.8999999999997,0.9577417242792137,1985949.8699999913,0.0,0,0.0
232,69.5999999999997,0.953484366284983,1977426.4799999918,0.0,0,0.0
231,69.2999999999997,0.9556102001392202,1968903.0899999915,0.0,0,0.0
200,59.99999999999979,0.9549413257215351,1704677.999999994,0.0,0,0.0
235,70.49999999999969,0.9490076995229129,2002996.6499999915,0.0,0,0.0
204,61.199999999999775,0.9559336579541426,1738771.559999994,0.0,0,0.0
212,63.59999999999975,0.9565134134008342,1806958.679999993,0.0,0,0.0
219,65.69999999999973,0.9589736237286515,1866622.4099999925,0.0,0,0.0
203,60.89999999999978,0.9563462118335966,1730248.169999994,0.0,0,0.0
223,66.89999999999972,0.957323013600827,1900715.969999992,0.0,0,0.0
210,62.99999999999976,0.9528612206062252,1789911.8999999932,0.0,0,0.0
219,65.69999999999973,0.9543161763747507,1866622.4099999925,0.0,0,0.0
221,66.29999999999973,0.9596060923088403,1883669.1899999918,0.0,0,0.0
222,66.59999999999972,0.9567550423877731,1892192.5799999922,0.0,0,0.0
227,68.09999999999971,0.9566303541414303,1934809.5299999919,0.0,0,0.0
214,64.19999999999975,0.9565078207670488,1824005.4599999932,0.0,0,0.0
228,68.39999999999971,0.9530911802182271,1943332.9199999918,0.0,0,0.0
201,60.299999999999784,0.9573351132065646,1713201.3899999938,0.0,0,0.0
219,65.69999999999973,0.9553762670038102,1866622.4099999925,0.0,0,0.0
211,63.299999999999756,0.9592218649807676,1798435.2899999928,0.0,0,0.0
210,62.99999999999976,0.9600984700889552,1789911.8999999932,0.0,0,0.0
199,59.69999999999979,0.9581048279775024,1696154.609999994,0.0,0,0.0
261,78.29999999999961,0.9534700880873654,2224604.789999989,0.0,0,0.0
215,64.49999999999974,0.9616504030860236,1832528.8499999929,0.0,0,0.0
228,68.39999999999971,0.9566411270803077,1943332.9199999918,0.0,0,0.0
233,69.8999999999997,0.9534376280373349,1985949.8699999913,0.0,0,0.0
238,71.39999999999968,0.9527913924846818,2028566.819999991,0.0,0,0.0
212,63.59999999999975,0.9556726448006989,1806958.679999993,0.0,0,0.0
211,63.299999999999756,0.9553828972031451,1798435.2899999928,0.0,0,0.0
212,63.59999999999975,0.9619230562088217,1806958.679999993,0.0,0,0.0
232,69.5999999999997,0.9505889300830079,1977426.4799999918,0.0,0,0.0
208,62.399999999999764,0.9561833662689989,1772865.1199999934,0.0,0,0.0
215,64.49999999999974,0.9546316169908318,1832528.8499999929,0.0,0,0.0
219,65.69999999999973,0.9507188196499095,1866622.4099999925,0.0,0,0.0
209,62.69999999999976,0.957814916150336,1781388.5099999935,0.0,0,0.0
227,68.09999999999971,0.9552723020240845,1934809.5299999919,0.0,0,0.0
233,69.8999999999997,0.9509520873233339,1985949.8699999913,0.0,0,0.0
221,66.29999999999973,0.9548300620108983,1883669.1899999918,0.0,0,0.0
234,70.19999999999969,0.9557767531126238,1994473.2599999914,0.0,0,0.0
216,64.79999999999974,0.9586431499688715,1841052.239999993,0.0,0,0.0
232,69.5999999999997,0.9574324398219538,1977426.4799999918,0.0,0,0.0
228,68.39999999999971,0.9534417235604076,1943332.9199999918,0.0,0,0.0
238,71.39999999999968,0.9499902720365025,2028566.819999991,0.0,0,0.0
199,59.69999999999979,0.9554145609111206,1696154.609999994,0.0,0,0.0
220,65.99999999999973,0.9578986823515843,1875145.7999999924,0.0,0,0.0
218,65.39999999999974,0.9594473880998728,1858099.0199999926,0.0,0,0.0
222,66.59999999999972,0.9552178248657792,1892192.5799999922,0.0,0,0.0
207,62.09999999999977,0.9575666760128763,1764341.7299999935,0.0,0,0.0
208,62.399999999999764,0.9561589694796164,1772865.1199999934,0.0,0,0.0
215,64.49999999999974,0.956546367800323,1832528.8499999929,0.0,0,0.0
224,67.19999999999972,0.9508064881518734,1909239.3599999922,0.0,0,0.0
220,65.99999999999973,0.9568837759132716,1875145.7999999924,0.0,0,0.0
215,64.49999999999974,0.9583696590179895,1832528.8499999929,0.0,0,0.0
217,65.09999999999974,0.9557863844104291,1849575.6299999924,0.0,0,0.0
252,75.59999999999964,0.954817533314203,2147894.27999999,0.0,0,0.0
214,64.19999999999975,0.9543677435227094,1824005.4599999932,0.0,0,0.0
225,67.49999999999972,0.9566310744617119,1917762.749999992,0.0,0,0.0
223,66.89999999999972,0.9569646105424543,1900715.969999992,0.0,0,0.0
251,75.29999999999964,0.9468020717636905,2139370.88999999,0.0,0,0.0
226,67.79999999999971,0.9550280811363807,1926286.1399999922,0.0,0,0.0
224,67.19999999999972,0.9598908069412351,1909239.3599999922,0.0,0,0.0
216,64.79999999999974,0.9598589233064336,1841052.239999993,0.0,0,0.0
242,72.59999999999967,0.9531994977890661,2062660.3799999908,0.0,0,0.0
224,67.19999999999972,0.95748946581487,1909239.3599999922,0.0,0,0.0
213,63.89999999999975,0.9579460056671565,1815482.069999993,0.0,0,0.0
205,61.49999999999977,0.957954097143255,1747294.9499999937,0.0,0,0.0
231,69.2999999999997,0.9544898488761475,1968903.0899999915,0.0,0,0.0
205,61.49999999999977,0.9644983871342043,1747294.9499999937,0.0,0,0.0
217,65.09999999999974,0.9567305514022926,1849575.6299999924,0.0,0,0.0
218,65.39999999999974,0.9548442287380301,1858099.0199999926,0.0,0,0.0
203,60.89999999999978,0.9576773391202997,1730248.169999994,0.0,0,0.0
220,65.99999999999973,0.9565954502205691,1875145.7999999924,0.0,0,0.0
205,61.49999999999977,0.9612618257486094,1747294.9499999937,0.0,0,0.0
232,69.5999999999997,0.9572437853385392,1977426.4799999918,0.0,0,0.0
223,66.89999999999972,0.9543818329471967,1900715.969999992,0.0,0,0.0
224,67.19999999999972,0.9560537583254043,1909239.3599999922,0.0,0,0.0
205,61.49999999999977,0.9577653492995444,1747294.9499999937,0.0,0,0.0
231,69.2999999999997,0.9548852669689967,1968903.0899999915,0.0,0,0.0
219,65.69999999999973,0.958805631224593,1866622.4099999925,0.0,0,0.0
220,65.99999999999973,0.9555430614422051,1875145.7999999924,0.0,0,0.0
233,69.8999999999997,0.9557026552816379,1985949.8699999913,0.0,0,0.0
213,63.89999999999975,0.9612545768319611,1815482.069999993,0.0,0,0.0
221,66.29999999999973,0.956035550427446,1883669.1899999918,0.0,0,0.0
246,73.79999999999966,0.9573512385932612,2096753.9399999902,0.0,0,0.0
216,64.79999999999974,0.9587429960883813,1841052.239999993,0.0,0,0.0
224,67.19999999999972,0.95406019210729,1909239.3599999922,0.0,0,0.0
221,66.29999999999973,0.9567588434773748,1883669.1899999918,0.0,0,0.0
236,70.79999999999968,0.9549312734172997,2011520.0399999912,0.0,0,0.0
230,68.9999999999997,0.9566816972103862,1960379.6999999913,0.0,0,0.0
233,69.8999999999997,0.9550166133759115,1985949.8699999913,0.0,0,0.0
201,60.299999999999784,0.9568333404338913,1713201.3899999938,0.0,0,0.0
205,61.49999999999977,0.9548660586510718,1747294.9499999937,0.0,0,0.0
228,68.39999999999971,0.9524679920543508,1943332.9199999918,0.0,0,0.0
230,68.9999999999997,0.9527103241909016,1960379.6999999913,0.0,0,0.0
220,65.99999999999973,0.9569097252256149,1875145.7999999924,0.0,0,0.0
218,65.39999999999974,0.9568926637511384,1858099.0199999926,0.0,0,0.0
232,69.5999999999997,0.9565629887244769,1977426.4799999918,0.0,0,0.0
