month,year,calendar_month,mean_total_built,p2_5_total_built,p97_5_total_built,mean_cumulative_gw,p2_5_cumulative_gw,p97_5_cumulative_gw,mean_gini,mean_firm_cost_m
47,2029,11,86.12,71.95,100.62499999999996,25.83600000000003,21.58500000000003,30.18750000000004,0.9777870089056222,0.0
48,2029,12,88.05,72.95,103.04999999999998,26.415000000000045,21.88500000000003,30.915000000000045,0.9774081205273086,0.0
49,2030,1,89.85,74.475,104.57499999999997,26.955000000000044,22.342500000000033,31.372500000000045,0.9770780310780637,0.0
50,2030,2,91.68,76.475,107.04999999999998,27.50400000000004,22.942500000000035,32.115000000000045,0.9767263596676683,0.0
51,2030,3,93.47,77.95,108.04999999999998,28.041000000000043,23.385000000000034,32.41500000000004,0.9763534431371876,0.0
52,2030,4,95.28,79.95,110.04999999999998,28.584000000000046,23.985000000000035,33.015000000000036,0.9760305994494723,0.0
53,2030,5,97.26,81.0,112.09999999999997,29.178000000000043,24.300000000000036,33.630000000000024,0.9756521378922062,0.0
54,2030,6,99.08,82.0,114.52499999999999,29.724000000000046,24.600000000000037,34.35750000000003,0.97527093602028,0.0
55,2030,7,100.73,83.95,115.0,30.219000000000047,25.185000000000038,34.50000000000003,0.9749577970521129,0.0
56,2030,8,102.69,86.0,118.57499999999997,30.80700000000005,25.80000000000004,35.57250000000001,0.9745399369260531,0.0
57,2030,9,104.59,89.0,120.09999999999997,31.37700000000005,26.700000000000042,36.03,0.9741244508342956,0.0
58,2030,10,106.59,90.475,122.14999999999995,31.977000000000046,27.142500000000044,36.644999999999996,0.9737545085387737,0.0
59,2030,11,108.66,92.95,125.14999999999995,32.59800000000005,27.885000000000044,37.54499999999999,0.973312269691018,0.0
60,2030,12,110.62,94.475,126.67499999999994,33.18600000000003,28.342500000000047,38.002499999999976,0.9729524443065475,0.0
61,2031,1,112.53,96.475,129.14999999999995,33.75900000000002,28.94250000000005,38.744999999999976,0.9725648253867988,0.0
62,2031,2,114.09,97.95,131.14999999999995,34.22700000000003,29.385000000000048,39.34499999999997,0.9722764006093664,0.0
63,2031,3,115.91,99.475,132.62499999999994,34.77300000000002,29.84250000000005,39.787499999999966,0.9719527124185134,0.0
64,2031,4,117.76,101.0,133.62499999999994,35.32800000000002,30.30000000000005,40.08749999999996,0.9716167757127527,0.0
65,2031,5,119.53,103.475,135.09999999999997,35.85900000000002,31.042500000000054,40.52999999999996,0.9712503540933588,0.0
66,2031,6,121.34,105.0,136.52499999999998,36.40200000000001,31.500000000000053,40.95749999999997,0.9709479887212811,0.0
67,2031,7,123.25,106.0,137.52499999999998,36.97500000000001,31.800000000000054,41.257499999999965,0.9706295007117164,0.0
68,2031,8,125.02,107.475,139.09999999999997,37.506,32.24250000000005,41.72999999999995,0.9702819473348172,0.0
69,2031,9,126.8,109.0,141.575,38.03999999999999,32.700000000000045,42.47249999999995,0.9699740190516418,0.0
70,2031,10,128.48,109.95,143.04999999999998,38.54399999999999,32.98500000000004,42.91499999999994,0.9696451730151554,0.0
71,2031,11,130.28,111.95,145.0,39.08399999999998,33.585000000000036,43.49999999999994,0.9693173206607588,0.0
72,2031,12,132.03,112.475,147.0,39.60899999999999,33.742500000000035,44.09999999999994,0.9690154488540488,0.0
73,2032,1,133.7,114.475,148.04999999999998,40.10999999999998,34.34250000000003,44.41499999999993,0.9687409363875144,0.0
74,2032,2,135.59,116.475,150.52499999999998,40.67699999999997,34.942500000000024,45.15749999999993,0.9685147251460887,0.0
75,2032,3,137.37,118.0,151.52499999999998,41.21099999999997,35.40000000000002,45.457499999999925,0.9682303858865285,0.0
76,2032,4,139.36,120.475,153.04999999999998,41.807999999999964,36.14250000000001,45.914999999999914,0.9678838663409686,0.0
77,2032,5,141.2,122.95,155.0,42.359999999999964,36.885000000000005,46.499999999999915,0.9675940411294548,0.0
78,2032,6,143.01,124.475,157.0,42.902999999999956,37.3425,47.09999999999991,0.9673235317598834,0.0
79,2032,7,144.97,126.475,159.0,43.49099999999994,37.942499999999995,47.6999999999999,0.9670053228242561,0.0
80,2032,8,146.87,130.0,161.52499999999998,44.06099999999994,38.999999999999986,48.4574999999999,0.9666927615466716,0.0
81,2032,9,148.65,130.475,163.0,44.594999999999935,39.142499999999984,48.89999999999989,0.9663342019915122,0.0
82,2032,10,150.36,131.95,164.52499999999998,45.107999999999926,39.58499999999998,49.35749999999989,0.9660511923289647,0.0
83,2032,11,151.97,133.0,166.0,45.59099999999993,39.89999999999998,49.79999999999988,0.9657995442140601,0.0
84,2032,12,153.7,135.0,168.0,46.10999999999991,40.49999999999997,50.39999999999988,0.9655386138506242,0.0
85,2033,1,155.58,137.0,171.0,46.673999999999914,41.099999999999966,51.29999999999987,0.9652635090710637,0.0
86,2033,2,157.64,139.0,174.0,47.291999999999916,41.69999999999996,52.19999999999986,0.9649595145307387,0.0
87,2033,3,159.63,141.0,177.52499999999998,47.88899999999989,42.299999999999955,53.25749999999985,0.9646973480949198,0.0
88,2033,4,161.47,144.0,179.52499999999998,48.440999999999896,43.199999999999946,53.857499999999845,0.9644327454247633,0.0
89,2033,5,163.38,145.0,181.52499999999998,49.013999999999896,43.49999999999994,54.45749999999984,0.964182445676885,0.0
90,2033,6,165.27,147.0,183.0,49.580999999999875,44.09999999999994,54.899999999999835,0.9639265866146765,0.0
91,2033,7,167.05,149.475,186.0,50.114999999999874,44.84249999999993,55.79999999999983,0.9636144502321875,0.0
92,2033,8,169.04,151.0,188.52499999999998,50.71199999999987,45.299999999999926,56.55749999999982,0.9633409550138752,0.0
93,2033,9,170.95,152.0,192.04999999999998,51.284999999999876,45.59999999999992,57.6149999999998,0.9630604709626249,0.0
94,2033,10,172.74,153.0,194.04999999999998,51.82199999999985,45.89999999999992,58.2149999999998,0.9628015073450016,0.0
95,2033,11,174.68,154.475,196.575,52.40399999999986,46.342499999999916,58.97249999999979,0.962512879980017,0.0
96,2033,12,176.63,155.475,199.575,52.98899999999984,46.64249999999991,59.87249999999978,0.962220635270958,0.0
97,2034,1,178.57,157.475,201.52499999999998,53.57099999999984,47.24249999999991,60.45749999999978,0.9619048903032623,0.0
98,2034,2,180.52,160.0,202.52499999999998,54.15599999999984,47.9999999999999,60.75749999999978,0.9615875880484422,0.0
99,2034,3,182.34,161.95,204.52499999999998,54.701999999999856,48.584999999999894,61.357499999999774,0.9613525969961837,0.0
100,2034,4,184.09,164.475,206.04999999999998,55.22699999999983,49.34249999999989,61.81499999999976,0.961133878385359,0.0
101,2034,5,185.96,166.475,207.0,55.787999999999826,49.94249999999988,62.09999999999977,0.960864123252823,0.0
102,2034,6,187.77,168.475,209.04999999999998,56.33099999999982,50.542499999999876,62.714999999999755,0.9606317119633951,0.0
103,2034,7,189.76,169.475,210.52499999999998,56.92799999999982,50.84249999999987,63.15749999999976,0.9603788679518871,0.0
104,2034,8,191.56,170.95,213.09999999999997,57.46799999999981,51.28499999999987,63.92999999999974,0.9601218160998773,0.0
105,2034,9,193.33,172.95,215.62499999999994,57.998999999999796,51.88499999999986,64.68749999999973,0.9598945731656918,0.0
106,2034,10,195.18,174.95,218.62499999999994,58.5539999999998,52.48499999999986,65.58749999999972,0.9595857737946141,0.0
107,2034,11,196.73,174.95,219.575,59.0189999999998,52.48499999999986,65.87249999999972,0.9593876861139884,0.0
108,2034,12,198.58,176.475,222.575,59.57399999999978,52.94249999999985,66.77249999999971,0.9591234445582831,0.0
109,2035,1,200.36,178.9,225.52499999999998,60.107999999999784,53.669999999999845,67.65749999999971,0.9588876489079768,0.0
110,2035,2,202.28,181.475,228.575,60.683999999999784,54.44249999999984,68.57249999999969,0.9586331332796001,0.0
111,2035,3,204.2,185.0,230.09999999999997,61.25999999999977,55.49999999999983,69.02999999999969,0.9583398444664382,0.0
112,2035,4,205.98,185.475,232.09999999999997,61.79399999999977,55.64249999999983,69.62999999999968,0.9581328005692212,0.0
113,2035,5,207.64,188.0,233.62499999999994,62.291999999999774,56.39999999999982,70.08749999999968,0.9579210073844614,0.0
114,2035,6,209.55,190.0,236.62499999999994,62.864999999999775,56.999999999999815,70.98749999999967,0.9576560532696454,0.0
115,2035,7,211.4,191.475,239.62499999999994,63.41999999999976,57.44249999999981,71.88749999999966,0.9573947195718587,0.0
116,2035,8,213.32,193.95,241.62499999999994,63.99599999999974,58.1849999999998,72.48749999999966,0.9571673385729871,0.0
117,2035,9,215.19,196.0,243.14999999999995,64.55699999999973,58.7999999999998,72.94499999999965,0.9568904844982866,0.0
118,2035,10,217.09,197.95,244.67499999999995,65.12699999999974,59.38499999999979,73.40249999999965,0.9566402375558467,0.0
119,2035,11,218.92,198.475,246.14999999999995,65.67599999999973,59.54249999999979,73.84499999999964,0.956377698524091,0.0
120,2035,12,220.96,200.475,248.62499999999994,66.28799999999973,60.142499999999785,74.58749999999964,0.9560827748271309,0.0
