total_built,cumulative_gw,gini_coefficient,community_surplus_m,firm_cost_m,total_rejected,infeasible_rate
146,43.79999999999994,0.9742580451755014,1244414.9399999983,10509.736573891521,9,0.6352941176470588
136,40.79999999999997,0.9762970840096266,1159181.039999999,10602.518019399371,8,0.660377358490566
134,40.199999999999974,0.9760474506629555,1142134.259999999,7346.919948943473,13,0.631578947368421
150,44.99999999999993,0.9741494872608099,1278508.499999998,11356.329641032495,13,0.62004662004662
151,45.299999999999926,0.9739405128722145,1287031.8899999978,10049.810394421358,7,0.6317016317016317
141,42.299999999999955,0.9741887159139218,1201797.9899999988,7306.990465926262,9,0.6551724137931034
157,47.09999999999991,0.9743142210128459,1338172.2299999977,11981.651425149184,18,0.5793269230769231
146,43.79999999999994,0.9771689497716896,1244414.9399999983,13563.462041445719,7,0.6286407766990292
155,46.499999999999915,0.9748012645406832,1321125.4499999976,8072.2762461684415,7,0.6197183098591549
156,46.79999999999991,0.9731513332845396,1329648.8399999975,10758.956501787936,14,0.6018735362997658
