month,year,calendar_month,mean_total_built,p2_5_total_built,p97_5_total_built,mean_cumulative_gw,p2_5_cumulative_gw,p97_5_cumulative_gw,mean_gini,mean_firm_cost_m
69,2031,9,84.53,69.425,99.0,25.359000000000034,20.82750000000003,29.70000000000005,0.9820469786739885,5567.157400767709
70,2031,10,85.8,71.475,101.0,25.740000000000045,21.44250000000003,30.30000000000005,0.981835448335335,5658.715189370493
71,2031,11,86.92,71.95,101.52499999999999,26.076000000000036,21.58500000000003,30.45750000000005,0.9817145860159361,5727.653914472827
72,2031,12,88.11,72.95,104.0,26.43300000000004,21.88500000000003,31.200000000000053,0.9815550276693458,5810.028015365911
73,2032,1,89.17,74.425,104.52499999999999,26.751000000000037,22.327500000000033,31.35750000000005,0.9813577851321328,5888.100241507828
74,2032,2,90.31,75.95,105.52499999999999,27.093000000000043,22.785000000000032,31.657500000000052,0.98122527813428,5959.965117245469
75,2032,3,91.47,76.425,107.0,27.44100000000004,22.927500000000034,32.10000000000005,0.9811006093768845,6080.814832282714
76,2032,4,92.55,76.425,107.52499999999999,27.76500000000004,22.927500000000034,32.25750000000005,0.980944775365853,6154.6739395968625
77,2032,5,93.87,77.95,108.52499999999999,28.161000000000044,23.385000000000034,32.55750000000005,0.980776988910833,6252.614369842562
78,2032,6,95.02,78.9,110.52499999999999,28.50600000000004,23.670000000000034,33.15750000000004,0.9806110951952399,6330.438792475089
79,2032,7,96.27,78.9,112.52499999999999,28.881000000000043,23.670000000000034,33.757500000000036,0.9804493622883865,6444.647730065586
80,2032,8,97.5,79.9,114.04999999999998,29.25000000000005,23.970000000000034,34.215000000000025,0.9802762546852314,6537.255108419184
81,2032,9,98.51,80.425,115.52499999999999,29.553000000000047,24.127500000000037,34.65750000000003,0.9801462702216878,6603.273323162581
82,2032,10,99.74,82.425,116.52499999999999,29.922000000000043,24.72750000000004,34.957500000000024,0.9799881454149912,6712.69253495514
83,2032,11,100.74,82.95,117.57499999999997,30.222000000000044,24.885000000000037,35.272500000000015,0.9798376040312307,6799.542466555136
84,2032,12,101.94,83.95,118.62499999999996,30.582000000000043,25.185000000000038,35.587500000000006,0.9797011974286317,6875.873633172002
85,2033,1,103.1,84.95,119.57499999999997,30.930000000000046,25.48500000000004,35.87250000000001,0.9795991344363248,6971.972597876346
86,2033,2,104.42,86.475,120.52499999999999,31.32600000000004,25.94250000000004,36.15750000000001,0.9794449526738782,7067.7248962226895
87,2033,3,105.6,88.95,121.57499999999997,31.680000000000042,26.68500000000004,36.472500000000004,0.9792886644646427,7141.438721686228
88,2033,4,106.7,89.9,123.04999999999998,32.01000000000004,26.97000000000004,36.915,0.9791434129196727,7239.969002821081
89,2033,5,107.93,90.9,124.57499999999997,32.37900000000005,27.270000000000042,37.372499999999995,0.9789952761751831,7331.950223714815
90,2033,6,109.2,91.425,126.0,32.76000000000003,27.427500000000045,37.8,0.9788413701474943,7431.541866680586
91,2033,7,110.33,92.95,127.0,33.09900000000003,27.885000000000044,38.099999999999994,0.9787332846688284,7531.478143814952
92,2033,8,111.51,94.95,129.0,33.45300000000003,28.485000000000046,38.69999999999999,0.9786175887049673,7609.929018554881
93,2033,9,112.77,96.95,131.04999999999998,33.83100000000004,29.085000000000047,39.314999999999976,0.9784550524276913,7697.270622621626
94,2033,10,113.8,97.425,132.04999999999998,34.14000000000002,29.22750000000005,39.614999999999974,0.9782810737127271,7759.349230439235
95,2033,11,115.12,99.0,133.52499999999998,34.53600000000003,29.70000000000005,40.057499999999976,0.9781375933938492,7846.721704356951
96,2033,12,116.4,100.475,133.52499999999998,34.92000000000003,30.14250000000005,40.057499999999976,0.9779991305323488,7953.502998761956
97,2034,1,117.58,102.0,136.52499999999998,35.27400000000002,30.60000000000005,40.95749999999997,0.9778984967685591,8049.070237886551
98,2034,2,118.82,103.475,139.04999999999998,35.64600000000001,31.042500000000054,41.714999999999954,0.9777820865352342,8132.255895061789
99,2034,3,119.76,104.475,139.52499999999998,35.928000000000026,31.342500000000054,41.85749999999996,0.9777032719373188,8209.327960294135
100,2034,4,120.88,105.475,141.0,36.26400000000001,31.642500000000055,42.299999999999955,0.9775777895622011,8282.860945079037
101,2034,5,122.08,105.475,143.0,36.624,31.642500000000055,42.89999999999995,0.9774365249750335,8370.170564546559
102,2034,6,123.4,106.475,143.52499999999998,37.02,31.942500000000052,43.05749999999995,0.9773296119644935,8474.7123323798
103,2034,7,124.57,107.475,144.52499999999998,37.371,32.24250000000005,43.357499999999945,0.9772230893388348,8564.309290684527
104,2034,8,125.82,109.0,145.0,37.745999999999995,32.700000000000045,43.49999999999994,0.9770495021733164,8650.26419220922
105,2034,9,126.89,110.0,145.0,38.067,33.00000000000004,43.49999999999994,0.9769346355819358,8736.464549569744
106,2034,10,128.04,111.0,146.0,38.41199999999999,33.30000000000004,43.79999999999994,0.9768076124637994,8839.715016912589
107,2034,11,129.25,112.0,147.52499999999998,38.77499999999998,33.60000000000004,44.257499999999936,0.9766470460671455,8933.33632574291
108,2034,12,130.45,112.95,149.0,39.134999999999984,33.88500000000003,44.69999999999993,0.9765132885308122,9019.399942901691
109,2035,1,131.56,114.0,150.0,39.46799999999999,34.20000000000003,44.99999999999993,0.9763742907702248,9109.312053989246
110,2035,2,132.85,115.475,151.0,39.854999999999976,34.64250000000003,45.299999999999926,0.976217369352288,9205.103717414057
111,2035,3,134.26,115.475,153.52499999999998,40.27799999999998,34.64250000000003,46.05749999999992,0.9760676157480355,9312.151323150712
112,2035,4,135.4,116.475,154.575,40.619999999999976,34.942500000000024,46.37249999999991,0.9759315947901477,9382.3665954541
113,2035,5,136.79,117.475,157.52499999999998,41.03699999999996,35.24250000000002,47.25749999999991,0.9757893503719031,9488.112454507182
114,2035,6,138.09,118.475,159.04999999999998,41.426999999999964,35.54250000000002,47.7149999999999,0.9756303180704262,9588.139068525947
115,2035,7,139.43,119.475,159.04999999999998,41.82899999999996,35.842500000000015,47.7149999999999,0.9754704575352819,9707.9263185461
116,2035,8,140.36,121.0,160.04999999999998,42.107999999999954,36.30000000000001,48.014999999999894,0.9753791593899216,9784.430049643335
117,2035,9,141.43,122.475,161.575,42.42899999999997,36.74250000000001,48.47249999999989,0.9753044103096481,9884.304377737802
118,2035,10,142.56,124.0,162.575,42.767999999999944,37.2,48.77249999999989,0.9751577674285449,9973.608480784245
119,2035,11,143.74,125.475,163.04999999999998,43.12199999999994,37.6425,48.914999999999885,0.9750353380062994,10076.205019621168
120,2035,12,144.9,126.475,165.575,43.46999999999994,37.942499999999995,49.67249999999988,0.9748833990617166,10163.39388400099
