month,year,calendar_month,mean_total_built,p2_5_total_built,p97_5_total_built,mean_cumulative_gw,p2_5_cumulative_gw,p97_5_cumulative_gw,mean_gini,mean_firm_cost_m
73,2032,1,218.46,201.95,234.52499999999998,65.53799999999974,60.58499999999978,70.35749999999969,0.947660460363543,6768.9746420935
74,2032,2,221.57,205.475,236.52499999999998,66.47099999999972,61.64249999999977,70.95749999999968,0.9471372934124963,6870.034871206153
75,2032,3,224.67,208.475,240.0,67.40099999999971,62.54249999999976,71.99999999999967,0.9465454253705943,6971.771273982736
76,2032,4,227.6,211.0,243.0,68.2799999999997,63.299999999999756,72.89999999999966,0.9460980069248727,7081.0944472756655
77,2032,5,230.76,215.0,246.0,69.2279999999997,64.49999999999974,73.79999999999966,0.9455688017631232,7193.210720003752
78,2032,6,233.61,217.475,248.52499999999998,70.08299999999969,65.24249999999974,74.55749999999965,0.9450588360651814,7260.902957235888
79,2032,7,236.72,221.475,251.52499999999998,71.01599999999968,66.44249999999973,75.45749999999964,0.944499019292735,7355.896193061693
80,2032,8,239.6,223.95,255.0,71.87999999999968,67.18499999999972,76.49999999999963,0.9439538461123356,7436.195089215682
81,2032,9,242.4,226.425,257.525,72.71999999999966,67.92749999999971,77.25749999999962,0.9435103913812505,7523.982164420606
82,2032,10,245.39,228.95,260.575,73.61699999999966,68.6849999999997,78.1724999999996,0.9429783161192585,7615.717676010211
83,2032,11,248.3,230.425,265.04999999999995,74.48999999999965,69.1274999999997,79.5149999999996,0.9424526196687658,7692.816476841163
84,2032,12,251.18,233.95,267.575,75.35399999999964,70.18499999999969,80.27249999999958,0.9419626451869813,7779.986616420769
85,2033,1,254.07,235.9,270.525,76.22099999999962,70.76999999999968,81.15749999999959,0.9414677281206775,7848.803345136099
86,2033,2,256.9,239.95,273.525,77.06999999999962,71.98499999999967,82.05749999999958,0.9409492413710164,7947.3344026393615
87,2033,3,260.01,243.0,277.0,78.00299999999963,72.89999999999966,83.09999999999957,0.9403674306004811,8042.941858290941
88,2033,4,263.01,246.0,279.0,78.90299999999961,73.79999999999966,83.69999999999956,0.9398587794635973,8167.916405065144
89,2033,5,265.96,250.0,283.04999999999995,79.7879999999996,74.99999999999964,84.91499999999955,0.939350419869908,8265.756071227499
90,2033,6,268.85,252.475,286.0,80.6549999999996,75.74249999999964,85.79999999999954,0.9388162367905172,8360.865496934726
91,2033,7,271.98,256.0,289.525,81.5939999999996,76.79999999999963,86.85749999999953,0.9383188019349008,8453.668733182329
92,2033,8,274.79,257.475,292.04999999999995,82.43699999999957,77.24249999999962,87.61499999999953,0.9377986414949544,8541.374282974968
93,2033,9,277.64,260.95,296.04999999999995,83.29199999999958,78.28499999999961,88.81499999999951,0.9373069728950277,8638.971019175095
94,2033,10,280.76,264.0,299.525,84.22799999999957,79.1999999999996,89.8574999999995,0.936813615394539,8759.149934824138
95,2033,11,283.74,266.475,303.0,85.12199999999956,79.9424999999996,90.8999999999995,0.9363329673501546,8859.786305610065
96,2033,12,286.84,270.475,307.525,86.05199999999955,81.14249999999959,92.25749999999948,0.9358128963913153,8969.911923263448
97,2034,1,289.82,271.95,311.525,86.94599999999954,81.58499999999958,93.45749999999947,0.935246139921873,9075.675467629084
98,2034,2,292.75,274.425,313.525,87.82499999999953,82.32749999999957,94.05749999999946,0.9347898411798283,9202.305836332253
99,2034,3,295.49,276.475,315.575,88.64699999999952,82.94249999999957,94.67249999999945,0.9343257750969045,9297.429368088577
100,2034,4,298.58,280.0,318.525,89.57399999999954,83.99999999999956,95.55749999999945,0.9338293854098985,9408.903893704675
101,2034,5,301.5,283.0,322.09999999999997,90.44999999999949,84.89999999999955,96.62999999999943,0.9333275041391822,9506.585969611333
102,2034,6,304.5,286.475,325.04999999999995,91.3499999999995,85.94249999999954,97.51499999999943,0.9328594036802152,9585.380641715657
103,2034,7,307.54,289.0,328.575,92.2619999999995,86.69999999999953,98.57249999999941,0.9324158530494705,9677.889646749854
104,2034,8,310.52,292.425,331.525,93.15599999999948,87.72749999999952,99.45749999999941,0.9319464353907039,9777.926340662358
105,2034,9,313.58,294.95,334.04999999999995,94.07399999999947,88.48499999999952,100.2149999999994,0.9314405482123311,9904.932175085643
106,2034,10,316.49,297.475,336.575,94.94699999999948,89.24249999999951,100.97249999999939,0.9309447928549838,10018.471161353462
107,2034,11,319.59,299.95,339.62499999999994,95.87699999999944,89.9849999999995,101.88749999999938,0.9304779131731712,10115.205206738663
108,2034,12,322.63,303.475,342.09999999999997,96.78899999999943,91.04249999999949,102.62999999999937,0.9299810791265678,10200.076379083835
109,2035,1,325.63,306.475,345.09999999999997,97.68899999999941,91.94249999999948,103.52999999999936,0.9294325783194634,10292.04879779417
110,2035,2,328.81,309.475,349.09999999999997,98.64299999999943,92.84249999999948,104.72999999999935,0.9289651900967156,10414.75953873346
111,2035,3,331.81,313.475,353.15,99.5429999999994,94.04249999999946,105.94499999999934,0.9284869882063134,10519.472213607492
112,2035,4,334.62,316.0,355.67499999999995,100.38599999999938,94.79999999999946,106.70249999999933,0.9281049021388942,10599.216994850445
113,2035,5,337.49,319.475,359.19999999999993,101.24699999999939,95.84249999999945,107.75999999999931,0.9276947001835271,10678.7537987877
114,2035,6,340.4,323.0,362.19999999999993,102.1199999999994,96.89999999999944,108.6599999999993,0.9273141203754929,10771.086130214788
115,2035,7,343.49,327.0,365.7249999999999,103.04699999999939,98.09999999999943,109.71749999999929,0.9268285649045517,10890.652507452025
116,2035,8,346.48,331.0,368.7249999999999,103.94399999999938,99.29999999999941,110.61749999999928,0.9264978973895103,10966.882239399993
117,2035,9,349.49,334.0,372.67499999999995,104.84699999999937,100.1999999999994,111.80249999999928,0.926037293700157,11072.20621635486
118,2035,10,352.55,337.0,375.15,105.76499999999936,101.0999999999994,112.54499999999928,0.9255593579592599,11163.658341397193
119,2035,11,355.43,340.475,378.04999999999995,106.62899999999934,102.14249999999939,113.41499999999928,0.9251504358989281,11281.504738041065
120,2035,12,358.48,343.0,380.575,107.54399999999934,102.89999999999938,114.17249999999926,0.9247752869273711,11379.145579139036
